"variant","case_id","sample","warmup","total_load_us","file_json_us","file_open_us","json_chunk_us","strict_parse_us","validation_dom_us","schema_compile_us","schema_locate_us","schema_parse_us","schema_populate_us","validate_us","typed_us","resources_us","accessors_us","animations_us","buffers_us","buffer_views_us","cameras_us","images_us","materials_us","meshes_us","nodes_us","samplers_us","scenes_us","skins_us","textures_us","typed_other_us","serializer_dom_us","serializer_text_us","resource_write_us","cache_setup_us","input_bytes","json_bytes","resource_bytes","buffer_read_us","image_read_us","buffer_bytes","image_bytes","after_input_ws","after_input_private","after_input_peak","after_parse_ws","after_parse_private","after_parse_peak","after_validation_dom_ws","after_validation_dom_private","after_validation_dom_peak","after_schema_ws","after_schema_private","after_schema_peak","after_validation_ws","after_validation_private","after_validation_peak","after_typed_ws","after_typed_private","after_typed_peak","after_resources_ws","after_resources_private","after_resources_peak","after_serialization_ws","after_serialization_private","after_serialization_peak","schema_locator_calls","schema_documents_parsed","schema_bytes_parsed","parser_parent_scan_loops","parser_parent_scan_elements","schema_adapter_find_calls","schema_adapter_find_scans","schema_adapter_members","schema_adapter_constructions","schema_constraints","schema_traversals","validation_adapter_find_calls","validation_adapter_find_scans","validation_adapter_members","validation_adapter_constructions","validation_string_copies","validation_string_bytes","validation_index_builds","validation_index_members","validation_constraints","validation_traversals","validation_allof","validation_anyof","validation_oneof","validation_properties","validation_required","validation_items","validation_types","validation_unique_items","validation_unique_comparisons","validation_unique_scalar_values","typed_find_calls","typed_find_scans","status","pair","execution_order"
"current","SpecularTest-glb","0","false","10304.700000000001","859.20000000000005","788.70000000000005","70.5","952.10000000000002","0","5874.1000000000004","2681.7000000000003","2601","5676.8999999999996","1071.4000000000001","1161.2","361.79999999999995","71.400000000000006","0.5","8.9000000000000004","45.600000000000001","1.8999999999999999","13.9","681.5","140.19999999999999","91","3.6000000000000001","7","0.80000000000000004","12.800000000000001","29.099999999999998","0","0","0","0","223376","12084","242432","294.19999999999999","67.599999999999994","211264","31168","5373952","892928","5373952","5693440","970752","5693440","5693440","970752","5693440","6340608","1417216","6340608","6410240","1417216","6410240","7049216","1798144","7049216","7311360","2043904","7311360","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","11","1"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","8605.6000000000004","941.39999999999998","878.5","62.899999999999999","714.20000000000005","0.10000000000000001","4602.8999999999996","2199.7000000000003","2143.7999999999997","4389.3000000000002","861.70000000000005","1103.2","354.70000000000005","89.5","0.5","8.0999999999999996","35.100000000000001","2","13.800000000000001","629.10000000000002","143.09999999999999","79.299999999999997","2.8999999999999999","4.4000000000000004","0.5","30.399999999999999","14.700000000000001","0","0","0","0","223376","12084","242432","285.30000000000001","69.400000000000006","211264","31168","5361664","884736","5361664","5615616","962560","5615616","5615616","962560","5615616","6311936","1392640","6311936","6381568","1392640","6381568","7053312","1806336","7053312","7315456","2052096","7315456","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","11","2"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","8699.8999999999996","705.40000000000009","651.20000000000005","54.200000000000003","723.70000000000005","0.10000000000000001","4390.1999999999998","2073.8999999999996","1999.7","4186.3999999999996","1047.5","1462.7","344.89999999999998","88.400000000000006","0.59999999999999998","12.4","85","3","16.5","870.60000000000002","154.19999999999999","132.30000000000001","4.7999999999999998","9.9000000000000004","0.80000000000000004","12.4","16.300000000000001","0","0","0","0","223376","12084","242432","276.30000000000001","68.599999999999994","211264","31168","5373952","892928","5373952","5640192","970752","5640192","5640192","970752","5640192","6336512","1413120","6336512","6410240","1413120","6410240","7077888","1818624","7077888","7327744","2064384","7327744","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","12","1"
"current","SpecularTest-glb","0","false","8623.7999999999993","848.59999999999991","787.79999999999995","60.799999999999997","763.70000000000005","0.10000000000000001","4565.6999999999998","2140","2092.5","4354","989.5","1091.4000000000001","345.5","73.5","0.5","8.5999999999999996","35.100000000000001","1.8999999999999999","13.5","649.89999999999998","142.59999999999999","84.200000000000003","3","5","0.5","8","15.5","0","0","0","0","223376","12084","242432","277.39999999999998","68.099999999999994","211264","31168","5369856","892928","5369856","5660672","974848","5660672","5660672","974848","5660672","6332416","1417216","6332416","6406144","1417216","6406144","7061504","1810432","7061504","7311360","2056192","7311360","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","12","2"
"current","SpecularTest-glb","0","false","8213","670.89999999999998","613.79999999999995","57.100000000000001","781.60000000000002","0.10000000000000001","4317.5","2043.5","1994.7000000000003","4126.1000000000004","962.70000000000005","1107.9000000000001","354.40000000000003","69.400000000000006","0.5","7.9000000000000004","44.899999999999999","1.8999999999999999","13.199999999999999","651.70000000000005","151.90000000000001","86.900000000000006","2.7000000000000002","4.5","0.5","8.4000000000000004","14.799999999999999","0","0","0","0","223376","12084","242432","277.10000000000002","77.299999999999997","211264","31168","5341184","892928","5341184","5644288","970752","5644288","5644288","970752","5644288","6340608","1458176","6340608","6410240","1458176","6410240","7024640","1798144","7024640","7290880","2043904","7290880","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","13","1"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","8579.8999999999996","927.39999999999998","870","57.399999999999999","764.89999999999998","0.20000000000000001","4387.6000000000004","2141.8999999999996","2081.9000000000001","4175.3000000000002","966.20000000000005","1116.9000000000001","397.19999999999999","69.400000000000006","0.5","8.5","46.899999999999999","2","32.5","651.29999999999995","144.40000000000001","80.799999999999997","3","4.7000000000000002","0.59999999999999998","8.0999999999999996","15.199999999999999","0","0","0","0","223376","12084","242432","319","78.200000000000003","211264","31168","5357568","905216","5357568","5623808","978944","5623808","5623808","978944","5623808","6320128","1417216","6320128","6393856","1417216","6393856","7032832","1794048","7032832","7303168","2039808","7303168","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","13","2"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","8066.8999999999996","708.19999999999993","655.89999999999998","52.299999999999997","720.70000000000005","0","4330.6999999999998","2042.3000000000002","1989.8000000000002","4126.1999999999998","885.29999999999995","1048","353.20000000000005","65","0.5","7.5999999999999996","49.799999999999997","1.8","12.6","629.39999999999998","126.59999999999999","79.5","2.6000000000000001","4.2999999999999998","0.59999999999999998","7.5","13.899999999999999","0","0","0","0","223376","12084","242432","264.60000000000002","88.599999999999994","211264","31168","5369856","905216","5369856","5632000","983040","5632000","5632000","983040","5632000","6340608","1425408","6340608","6410240","1425408","6410240","7069696","1814528","7069696","7335936","2060288","7335936","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","14","1"
"current","SpecularTest-glb","0","false","8144.5","692.29999999999995","638.5","53.799999999999997","758.70000000000005","0.10000000000000001","4327","2015.4000000000003","1947.9999999999998","4098","950.89999999999998","1052.5","343.39999999999998","63","0.5","11.4","40.200000000000003","2.7000000000000002","16.199999999999999","616.60000000000002","132.80000000000001","83.599999999999994","2.6000000000000001","6.0999999999999996","0.59999999999999998","7.7999999999999998","16.599999999999998","0","0","0","0","223376","12084","242432","254.30000000000001","89.099999999999994","211264","31168","5373952","897024","5373952","5664768","974848","5664768","5664768","974848","5664768","6340608","1421312","6340608","6410240","1421312","6410240","7049216","1802240","7049216","7315456","2048000","7315456","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","14","2"
"current","SpecularTest-glb","0","false","8762","926.5","867.39999999999998","59.100000000000001","789.20000000000005","0.10000000000000001","4308.1999999999998","1994.3000000000002","1942.7000000000003","4119.3999999999996","1097.7","1219.0999999999999","393.59999999999997","115.40000000000001","0.59999999999999998","11.5","53.299999999999997","2.2000000000000002","14.9","689.89999999999998","146.40000000000001","79.400000000000006","2.8999999999999999","4.5","0.5","8.0999999999999996","22","0","0","0","0","223376","12084","242432","299.89999999999998","93.700000000000003","211264","31168","5357568","905216","5357568","5677056","983040","5677056","5677056","983040","5677056","6311936","1417216","6311936","6389760","1417216","6389760","7061504","1814528","7061504","7323648","2060288","7323648","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","15","1"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","8371.1000000000004","743","689","54","693.89999999999998","0","4509.1999999999998","2112.3000000000002","2056.5999999999999","4276.3000000000002","903","1133.5999999999999","368.89999999999998","91.5","0.5","8.0999999999999996","51.5","1.8999999999999999","13.800000000000001","614.5","139.80000000000001","85.400000000000006","3","15.300000000000001","0.59999999999999998","7.7999999999999998","33.5","0","0","0","0","223376","12084","242432","285.19999999999999","83.700000000000003","211264","31168","5341184","843776","5341184","5591040","962560","5591040","5591040","962560","5591040","6307840","1404928","6307840","6377472","1404928","6377472","7032832","1806336","7032832","7299072","2052096","7299072","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","15","2"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","8309","857.70000000000005","801.70000000000005","56","718.29999999999995","0","4377.1000000000004","2020.4000000000001","1948.8000000000002","4165.3999999999996","890.20000000000005","1100.8","344.30000000000001","68.200000000000003","0.5","8.5","46.799999999999997","1.8999999999999999","13.199999999999999","663.39999999999998","134","83.700000000000003","2.7999999999999998","4.9000000000000004","0.59999999999999998","7.5","14.5","0","0","0","0","223376","12084","242432","274.60000000000002","69.700000000000003","211264","31168","5361664","897024","5361664","5615616","970752","5615616","5615616","970752","5615616","6328320","1417216","6328320","6397952","1417216","6397952","7032832","1785856","7032832","7294976","2031616","7294976","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","16","1"
"current","SpecularTest-glb","0","false","8485","700.89999999999998","619.29999999999995","81.599999999999994","777.20000000000005","0","4471.3999999999996","2139.9000000000001","2007.4000000000003","4261.1999999999998","1008.8","1149.2","359.30000000000001","68.5","0.40000000000000002","8.4000000000000004","41.899999999999999","1.8999999999999999","12.9","684.5","146.30000000000001","105.8","2.6000000000000001","4.5999999999999996","0.59999999999999998","7.7999999999999998","15.300000000000001","0","0","0","0","223376","12084","242432","287.60000000000002","71.700000000000003","211264","31168","5382144","901120","5382144","5668864","978944","5668864","5668864","978944","5668864","6352896","1441792","6352896","6434816","1454080","6434816","7041024","1789952","7041024","7282688","2035712","7282688","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","16","2"
"current","SpecularTest-glb","0","false","8577","680.09999999999991","622.79999999999995","57.299999999999997","820","0.20000000000000001","4361.5","2079.5000000000005","2031.7","4170.8000000000002","1220.0999999999999","1136","339.89999999999998","82.5","0.40000000000000002","8.0999999999999996","36.899999999999999","1.8","14.1","678.10000000000002","132.30000000000001","96.299999999999997","2.7000000000000002","4.2999999999999998","0.59999999999999998","7.4000000000000004","16.699999999999999","0","0","0","0","223376","12084","242432","274.69999999999999","65.200000000000003","211264","31168","5373952","905216","5373952","5677056","983040","5677056","5677056","983040","5677056","6352896","1437696","6352896","6434816","1441792","6434816","7122944","1851392","7122944","7376896","2097152","7376896","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","17","1"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","8263.5","669.89999999999998","618.5","51.399999999999999","685.79999999999995","0.20000000000000001","4571.3999999999996","2275.1999999999998","2223.1999999999998","4342.6999999999998","862.70000000000005","1092.8","363.10000000000002","62.399999999999999","0.5","8.3000000000000007","42.100000000000001","1.8999999999999999","13.5","660.10000000000002","134.59999999999999","85.900000000000006","2.8999999999999999","4.2999999999999998","0.5","7.5999999999999996","14.799999999999999","0","0","0","0","223376","12084","242432","266.10000000000002","97","211264","31168","5361664","880640","5361664","5623808","958464","5623808","5623808","958464","5623808","6316032","1400832","6316032","6385664","1400832","6385664","7028736","1781760","7028736","7294976","2027520","7294976","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","17","2"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","7843.6999999999998","681.30000000000007","627.60000000000002","53.700000000000003","716","0.20000000000000001","4172.8000000000002","1946.3999999999999","1895.4999999999995","3965.3000000000002","841.5","1067.0999999999999","347.30000000000001","64.700000000000003","0.40000000000000002","7.7999999999999998","48.299999999999997","1.8","13.1","641.79999999999995","131.30000000000001","82.5","2.7000000000000002","4.7999999999999998","0.5","8","14.5","0","0","0","0","223376","12084","242432","279.60000000000002","67.700000000000003","211264","31168","5369856","888832","5369856","5632000","966656","5632000","5632000","966656","5632000","6336512","1413120","6336512","6418432","1413120","6418432","7057408","1781760","7057408","7319552","2027520","7319552","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","18","1"
"current","SpecularTest-glb","0","false","14459.5","885.79999999999995","814.79999999999995","71","1304","0.20000000000000001","7353.3999999999996","3525.4999999999995","3426.5000000000005","7036.3999999999996","2101.4000000000001","2276.3000000000002","500","121.7","0.69999999999999996","11.5","78.900000000000006","2.7000000000000002","23","1507.5","251.90000000000001","157.5","4.7999999999999998","8","0.90000000000000002","14.300000000000001","21.300000000000001","0","0","0","0","223376","12084","242432","394.5","105.5","211264","31168","5394432","888832","5394432","5718016","966656","5718016","5718016","966656","5718016","6369280","1413120","6369280","6443008","1413120","6443008","7094272","1794048","7094272","7348224","2043904","7348224","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","18","2"
"current","SpecularTest-glb","0","false","12782.4","942.20000000000005","872.20000000000005","70","1490.0999999999999","0.10000000000000001","7561","3607.0000000000005","3520.5999999999985","7231.8999999999996","1201.4000000000001","1196.4000000000001","365.40000000000003","133.19999999999999","0.5","8.8000000000000007","40.899999999999999","1.8999999999999999","13.5","680.70000000000005","144.09999999999999","89.200000000000003","2.8999999999999999","5.2999999999999998","0.5","7.7999999999999998","16.900000000000002","0","0","0","0","223376","12084","242432","297.10000000000002","68.299999999999997","211264","31168","5353472","888832","5353472","5668864","966656","5668864","5668864","966656","5668864","6365184","1454080","6365184","6434816","1454080","6434816","7036928","1794048","7036928","7294976","2039808","7294976","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","19","1"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","8734.7000000000007","777.20000000000005","719.5","57.700000000000003","708","0.10000000000000001","4367.8999999999996","2087.0999999999999","2032.8999999999999","4140.3000000000002","1195.8","1266.8","392.30000000000001","90.400000000000006","0.5","8.3000000000000007","61.700000000000003","1.8999999999999999","15.5","758.29999999999995","139.40000000000001","94.900000000000006","2.8999999999999999","13.4","0.5","8.5999999999999996","16.199999999999999","0","0","0","0","223376","12084","242432","308.30000000000001","84","211264","31168","5332992","901120","5332992","5591040","978944","5591040","5591040","978944","5591040","6307840","1421312","6307840","6377472","1421312","6377472","7024640","1810432","7024640","7290880","2056192","7290880","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","19","2"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","12004.4","945.19999999999993","869.39999999999998","75.799999999999997","1166.8","0.40000000000000002","7348.8000000000002","3621.5999999999995","3540.4000000000005","6963.1999999999998","937.60000000000002","1184.0999999999999","396.19999999999999","77.5","0.5","8.5","50.5","2","14.300000000000001","678.70000000000005","146.90000000000001","115","4.7000000000000002","6.7999999999999998","0.90000000000000002","9","15.9","0","0","0","0","223376","12084","242432","313.89999999999998","82.299999999999997","211264","31168","5373952","892928","5373952","5636096","970752","5636096","5636096","970752","5636096","6344704","1413120","6344704","6414336","1413120","6414336","7061504","1802240","7061504","7315456","2052096","7315456","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","20","1"
"current","SpecularTest-glb","0","false","8243","714.39999999999998","636.89999999999998","77.5","769.29999999999995","0.20000000000000001","4355.8999999999996","1998.6999999999998","1951.2999999999997","4163.1000000000004","980.10000000000002","1079.5","323.30000000000001","65.200000000000003","0.5","8","36.299999999999997","1.8999999999999999","13.800000000000001","608.20000000000005","164.30000000000001","99.700000000000003","2.7999999999999998","5.0999999999999996","0.59999999999999998","8.1999999999999993","15.100000000000001","0","0","0","0","223376","12084","242432","256.80000000000001","66.5","211264","31168","5382144","884736","5382144","5672960","966656","5672960","5672960","966656","5672960","6356992","1429504","6356992","6443008","1441792","6443008","7098368","1835008","7098368","7348224","2080768","7348224","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","20","2"
"current","ABeautifulGame-glb","0","false","83864.199999999997","731.09999999999991","640.29999999999995","90.799999999999997","2202.9000000000001","0.10000000000000001","4165.8000000000002","1922.6000000000004","1882","3993.0999999999999","2705.0999999999999","1457.4000000000001","72578.800000000003","333","0.5","9.3000000000000007","303.69999999999999","2","74.099999999999994","292.69999999999999","102.90000000000001","184.09999999999999","2.7000000000000002","7.5","0.5","79.5","15.399999999999999","0","0","0","0","42977928","32208","61875787","49730.599999999999","22848.200000000001","42945692","18930095","5365760","884736","5365760","5869568","1179648","5869568","5869568","1179648","5869568","6410240","1515520","6410240","6483968","1515520","6483968","7274496","2064384","7274496","69201920","64184320","69201920","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","1","1"
"sax-scalar-unique-fallback","ABeautifulGame-glb","0","false","82381.300000000003","763.30000000000007","675.20000000000005","88.099999999999994","1845.2","0.10000000000000001","4289.6000000000004","2036.9000000000001","1998.2","4097.3999999999996","2360.3000000000002","1479.3","71613.699999999997","344.69999999999999","0.5","8.4000000000000004","284.60000000000002","2.1000000000000001","74.200000000000003","338.89999999999998","106.2","177.80000000000001","2.7000000000000002","8.0999999999999996","0.5","64.799999999999997","15.5","0","0","0","0","42977928","32208","61875787","49621.599999999999","21992.099999999999","42945692","18930095","5382144","892928","5382144","5832704","1183744","5832704","5832704","1183744","5832704","6430720","1507328","6430720","6500352","1507328","6500352","7294976","2060288","7294976","69226496","64180224","69226496","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","1","2"
"sax-scalar-unique-fallback","ABeautifulGame-glb","0","false","86673.800000000003","796.60000000000002","704.39999999999998","92.200000000000003","1917.9000000000001","0.29999999999999999","4188.8000000000002","1939.3000000000002","1895","3998.5","2289.4000000000001","1498","75956.699999999997","365.5","0.5","8","303.5","2.3999999999999999","67.5","287.39999999999998","141.69999999999999","183.30000000000001","2.7000000000000002","8.0999999999999996","0.40000000000000002","63.100000000000001","15.899999999999999","0","0","0","0","42977928","32208","61875787","52684.900000000001","23271.799999999999","42945692","18930095","5365760","897024","5365760","5804032","1167360","5836800","5804032","1167360","5836800","6414336","1523712","6414336","6483968","1523712","6483968","7274496","2060288","7274496","69218304","64163840","69218304","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","2","1"
"current","ABeautifulGame-glb","0","false","93879.800000000003","751.60000000000002","661.89999999999998","89.700000000000003","2029.5999999999999","0","4165.6999999999998","1887.0000000000005","1825.5999999999999","3996.1999999999998","3055.1999999999998","1885.4000000000001","81960.100000000006","463.39999999999998","0.69999999999999996","11.800000000000001","387.60000000000002","2.3999999999999999","83.700000000000003","340.19999999999999","107.59999999999999","216.80000000000001","2.8999999999999999","8.5999999999999996","0.5","68.400000000000006","21.100000000000001","0","0","0","0","42977928","32208","61875787","59859.800000000003","22100.299999999999","42945692","18930095","5365760","884736","5365760","5881856","1183744","5881856","5881856","1183744","5881856","6426624","1515520","6426624","6500352","1515520","6500352","7335936","2101248","7335936","69283840","64200704","69283840","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","2","2"
"current","ABeautifulGame-glb","0","false","83425","727.70000000000005","637","90.700000000000003","2060.5","0","4126.8000000000002","1878.1000000000001","1838.6000000000001","3958.6999999999998","2703.6999999999998","1688","72093.399999999994","572.60000000000002","0.80000000000000004","9.0999999999999996","278.30000000000001","2","68.599999999999994","301.60000000000002","100.5","212.30000000000001","2.8999999999999999","8.1999999999999993","0.5","68","15.5","0","0","0","0","42977928","32208","61875787","49762.400000000001","22331","42945692","18930095","5386240","905216","5386240","5890048","1191936","5890048","5890048","1191936","5890048","6443008","1540096","6443008","6533120","1552384","6533120","7327744","2101248","7327744","69279744","64204800","69279744","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","3","1"
"sax-scalar-unique-fallback","ABeautifulGame-glb","0","false","87564.800000000003","717","628.5","88.5","1895.9000000000001","0.10000000000000001","4447.5","2003.7999999999995","1958.9000000000003","4225.5","2334.0999999999999","1502.0999999999999","76636.300000000003","365.10000000000002","0.40000000000000002","8.4000000000000004","288","2.6000000000000001","69.099999999999994","305.89999999999998","104.90000000000001","212.40000000000001","2.8999999999999999","7.7999999999999998","0.5","66.200000000000003","15.699999999999999","0","0","0","0","42977928","32208","61875787","50726","25910.299999999999","42945692","18930095","5390336","880640","5390336","5861376","1179648","5861376","5861376","1179648","5861376","6467584","1536000","6467584","6541312","1536000","6541312","7327744","2076672","7327744","69255168","64184320","69255168","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","3","2"
"sax-scalar-unique-fallback","ABeautifulGame-glb","0","false","88524.899999999994","927.19999999999993","835.29999999999995","91.900000000000006","1847.0999999999999","0.10000000000000001","4731.1000000000004","2099.5000000000005","2056.1999999999998","4535.6000000000004","2346.1999999999998","1473","77171.899999999994","370.19999999999999","0.5","8.3000000000000007","281.10000000000002","2","72.900000000000006","296.30000000000001","124.2","180.19999999999999","2.7999999999999998","8","0.5","60.200000000000003","16.100000000000001","0","0","0","0","42977928","32208","61875787","54421.199999999997","22750.700000000001","42945692","18930095","5398528","888832","5398528","5844992","1171456","5844992","5844992","1171456","5844992","6459392","1515520","6459392","6529024","1515520","6529024","7323648","2060288","7323648","69246976","64176128","69246976","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","4","1"
"current","ABeautifulGame-glb","0","false","115400.89999999999","871.80000000000007","784.10000000000002","87.700000000000003","2349.4000000000001","0.10000000000000001","4568.5","1963.5999999999999","1909.4000000000001","4389.3999999999996","3141.3000000000002","1503.7","102932.5","349.19999999999999","0.40000000000000002","8.5999999999999996","306","2.1000000000000001","75.299999999999997","331.69999999999999","103.3","179.30000000000001","2.7999999999999998","7.7999999999999998","0.5","68.400000000000006","16.399999999999999","0","0","0","0","42977928","32208","61875787","69451.199999999997","33481.300000000003","42945692","18930095","5398528","897024","5398528","5902336","1183744","5902336","5902336","1183744","5902336","6447104","1511424","6447104","6529024","1523712","6529024","7323648","2064384","7323648","69251072","64180224","69251072","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","4","2"
"current","ABeautifulGame-glb","0","false","127814.89999999999","1687","1559.5","127.5","3690.5","0.20000000000000001","8204.5","3485.4000000000001","3417","7868.6999999999998","4992.8000000000002","2793.4000000000001","106400.5","655.10000000000002","1.2","15.699999999999999","553.39999999999998","4.7000000000000002","128.59999999999999","590.20000000000005","202.69999999999999","373.30000000000001","5.9000000000000004","26.699999999999999","0.90000000000000002","125","24.300000000000001","0","0","0","0","42977928","32208","61875787","77538.600000000006","28861.900000000001","42945692","18930095","5365760","847872","5365760","5885952","1150976","5885952","5885952","1150976","5885952","6414336","1478656","6414336","6483968","1478656","6483968","7290880","2027520","7290880","69222400","64147456","69222400","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","5","1"
"sax-scalar-unique-fallback","ABeautifulGame-glb","0","false","91717.699999999997","927.5","831.39999999999998","96.099999999999994","1947.2","0.20000000000000001","4639.3000000000002","2092.6000000000004","2047.1999999999998","4444.8999999999996","2419.5","1647.4000000000001","80100.199999999997","426","0.5","14.199999999999999","284.30000000000001","2.1000000000000001","91","344.19999999999999","114.40000000000001","186.30000000000001","2.7999999999999998","8.4000000000000004","0.5","66.400000000000006","20.700000000000003","0","0","0","0","42977928","32208","61875787","53701.599999999999","26398.599999999999","42945692","18930095","5382144","897024","5382144","5853184","1196032","5853184","5853184","1196032","5853184","6438912","1527808","6438912","6508544","1527808","6508544","7307264","2068480","7307264","69246976","64184320","69246976","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","5","2"
"sax-scalar-unique-fallback","ABeautifulGame-glb","0","false","100771.5","978.20000000000005","879.60000000000002","98.599999999999994","1890.7","0.20000000000000001","4348.8000000000002","2031","1991.3999999999999","4160.8000000000002","2413","1722.4000000000001","89386.800000000003","363.80000000000001","0.5","9","286.69999999999999","2.5","71","537.29999999999995","115.59999999999999","193.90000000000001","3.2999999999999998","8.5","0.5","63","15.800000000000001","0","0","0","0","42977928","32208","61875787","57082","32304.799999999999","42945692","18930095","5361664","897024","5361664","5836800","1196032","5836800","5836800","1196032","5836800","6397952","1515520","6397952","6471680","1515520","6471680","7270400","2056192","7270400","69218304","64163840","69218304","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","6","1"
