group,case_id,variant,metric,samples,mean_us,median_us,p95_us,minimum_us,maximum_us
controls,SpecularTest-glb,current,animations_us,15,0.52,0.5,0.7,0.4,0.7
controls,SpecularTest-glb,current,buffers_us,15,3.04,2.8,5.0,2.5,5.0
controls,SpecularTest-glb,current,buffer_views_us,15,55.946666666666665,36.4,163.9,34.0,163.9
controls,SpecularTest-glb,current,cameras_us,15,0.5466666666666666,0.5,0.9,0.4,0.9
controls,SpecularTest-glb,current,images_us,15,11.766666666666667,12.0,16.6,8.9,16.6
controls,SpecularTest-glb,current,materials_us,15,621.5733333333334,578.4,1045.7,537.3,1045.7
controls,SpecularTest-glb,current,meshes_us,15,157.21333333333334,142.3,287.4,127.4,287.4
controls,SpecularTest-glb,current,nodes_us,15,102.78666666666666,87.6,206.1,82.8,206.1
controls,SpecularTest-glb,current,samplers_us,15,3.16,2.8,5.8,2.6,5.8
controls,SpecularTest-glb,current,scenes_us,15,3.3333333333333335,3.1,5.4,2.8,5.4
controls,SpecularTest-glb,current,skins_us,15,0.5933333333333334,0.6,0.8,0.5,0.8
controls,SpecularTest-glb,current,textures_us,15,10.013333333333334,8.7,19.0,8.1,19.0
controls,SpecularTest-glb,current,typed_other_us,15,8.12,6.6,27.4,5.8999999999999995,27.4
controls,SpecularTest-glb,current,serializer_dom_us,15,0.0,0.0,0.0,0.0,0.0
controls,SpecularTest-glb,current,serializer_text_us,15,0.0,0.0,0.0,0.0,0.0
controls,SpecularTest-glb,current,resource_write_us,15,0.0,0.0,0.0,0.0,0.0
controls,SpecularTest-glb,sax-scalar-unique-fallback,total_load_us,15,8802.866666666667,7805.0,13566.8,7198.4,13566.8
controls,SpecularTest-glb,sax-scalar-unique-fallback,file_open_us,15,320.96666666666664,315.9,413.9,189.4,413.9
controls,SpecularTest-glb,sax-scalar-unique-fallback,json_chunk_us,15,58.333333333333336,56.3,94.8,43.6,94.8
controls,SpecularTest-glb,sax-scalar-unique-fallback,strict_parse_us,15,834.4399999999999,655.2,1423.8,605.2,1423.8
controls,SpecularTest-glb,sax-scalar-unique-fallback,validation_dom_us,15,0.14666666666666667,0.2,0.2,0.0,0.2
controls,SpecularTest-glb,sax-scalar-unique-fallback,schema_compile_us,15,4905.3,4241.9,8357.9,4026.5,8357.9
controls,SpecularTest-glb,sax-scalar-unique-fallback,schema_locate_us,15,2355.6466666666665,2088.1999999999994,4294.200000000001,1900.7999999999997,4294.200000000001
controls,SpecularTest-glb,sax-scalar-unique-fallback,schema_parse_us,15,2293.9933333333333,2034.8999999999999,4205.200000000001,1852.4,4205.200000000001
controls,SpecularTest-glb,sax-scalar-unique-fallback,schema_populate_us,15,4690.413333333333,4016.3,8052.6,3850.6,8052.6
controls,SpecularTest-glb,sax-scalar-unique-fallback,validate_us,15,1062.8533333333332,912.9,1559.0,830.4,1559.0
controls,SpecularTest-glb,sax-scalar-unique-fallback,typed_us,15,1203.5666666666666,959.0,1844.1,914.5,1844.1
controls,SpecularTest-glb,sax-scalar-unique-fallback,buffer_read_us,15,313.7866666666667,294.4,393.0,231.7,393.0
controls,SpecularTest-glb,sax-scalar-unique-fallback,image_read_us,15,86.79333333333334,86.9,135.7,65.5,135.7
controls,SpecularTest-glb,sax-scalar-unique-fallback,accessors_us,15,63.486666666666665,52.5,107.2,46.4,107.2
controls,SpecularTest-glb,sax-scalar-unique-fallback,animations_us,15,0.52,0.5,0.7,0.4,0.7
controls,SpecularTest-glb,sax-scalar-unique-fallback,buffers_us,15,3.3,2.8,5.6,2.5,5.6
controls,SpecularTest-glb,sax-scalar-unique-fallback,buffer_views_us,15,48.8,40.6,71.2,34.1,71.2
controls,SpecularTest-glb,sax-scalar-unique-fallback,cameras_us,15,0.5466666666666666,0.5,0.8,0.4,0.8
controls,SpecularTest-glb,sax-scalar-unique-fallback,images_us,15,12.606666666666667,12.1,18.9,8.8,18.9
controls,SpecularTest-glb,sax-scalar-unique-fallback,materials_us,15,723.1266666666667,589.5,1083.6,536.4,1083.6
controls,SpecularTest-glb,sax-scalar-unique-fallback,meshes_us,15,179.14000000000001,145.9,302.7,126.0,302.7
controls,SpecularTest-glb,sax-scalar-unique-fallback,nodes_us,15,114.77333333333333,91.8,208.7,83.1,208.7
controls,SpecularTest-glb,sax-scalar-unique-fallback,samplers_us,15,3.6866666666666665,3.3,5.2,2.6,5.2
controls,SpecularTest-glb,sax-scalar-unique-fallback,scenes_us,15,3.9466666666666668,3.4,5.6,3.0,5.6
controls,SpecularTest-glb,sax-scalar-unique-fallback,skins_us,15,0.6733333333333333,0.6,1.0,0.5,1.0
controls,SpecularTest-glb,sax-scalar-unique-fallback,textures_us,15,10.726666666666667,8.7,15.9,8.1,15.9
controls,SpecularTest-glb,sax-scalar-unique-fallback,typed_other_us,15,7.573333333333333,6.4,11.5,5.7,11.5
controls,SpecularTest-glb,sax-scalar-unique-fallback,serializer_dom_us,15,0.0,0.0,0.0,0.0,0.0
controls,SpecularTest-glb,sax-scalar-unique-fallback,serializer_text_us,15,0.0,0.0,0.0,0.0,0.0
controls,SpecularTest-glb,sax-scalar-unique-fallback,resource_write_us,15,0.0,0.0,0.0,0.0,0.0
counts,NodePerformanceTest-glb,current,total_load_us,1,19842002.3,19842002.3,19842002.3,19842002.3,19842002.3
counts,NodePerformanceTest-glb,current,file_open_us,1,1092.3,1092.3,1092.3,1092.3,1092.3
counts,NodePerformanceTest-glb,current,json_chunk_us,1,18533.3,18533.3,18533.3,18533.3,18533.3
counts,NodePerformanceTest-glb,current,strict_parse_us,1,14627192.3,14627192.3,14627192.3,14627192.3,14627192.3
counts,NodePerformanceTest-glb,current,validation_dom_us,1,0.6,0.6,0.6,0.6,0.6
counts,NodePerformanceTest-glb,current,schema_compile_us,1,4293.2,4293.2,4293.2,4293.2,4293.2
counts,NodePerformanceTest-glb,current,schema_locate_us,1,1890.0,1890.0,1890.0,1890.0,1890.0
counts,NodePerformanceTest-glb,current,schema_parse_us,1,1836.1,1836.1,1836.1,1836.1,1836.1
counts,NodePerformanceTest-glb,current,schema_populate_us,1,4092.3,4092.3,4092.3,4092.3,4092.3
counts,NodePerformanceTest-glb,current,validate_us,1,4372655.4,4372655.4,4372655.4,4372655.4,4372655.4
counts,NodePerformanceTest-glb,current,typed_us,1,779950.2,779950.2,779950.2,779950.2,779950.2
