group,case_id,variant,metric,samples,mean_us,median_us,p95_us,minimum_us,maximum_us
counts,NodePerformanceTest-glb,current,buffer_read_us,1,36318.0,36318.0,36318.0,36318.0,36318.0
counts,NodePerformanceTest-glb,current,image_read_us,1,1922.5,1922.5,1922.5,1922.5,1922.5
counts,NodePerformanceTest-glb,current,accessors_us,1,185585.4,185585.4,185585.4,185585.4,185585.4
counts,NodePerformanceTest-glb,current,animations_us,1,2.1,2.1,2.1,2.1,2.1
counts,NodePerformanceTest-glb,current,buffers_us,1,17.2,17.2,17.2,17.2,17.2
counts,NodePerformanceTest-glb,current,buffer_views_us,1,129077.0,129077.0,129077.0,129077.0,129077.0
counts,NodePerformanceTest-glb,current,cameras_us,1,21.4,21.4,21.4,21.4,21.4
counts,NodePerformanceTest-glb,current,images_us,1,306.5,306.5,306.5,306.5,306.5
counts,NodePerformanceTest-glb,current,materials_us,1,190269.4,190269.4,190269.4,190269.4,190269.4
counts,NodePerformanceTest-glb,current,meshes_us,1,130708.8,130708.8,130708.8,130708.8,130708.8
counts,NodePerformanceTest-glb,current,nodes_us,1,108877.8,108877.8,108877.8,108877.8,108877.8
counts,NodePerformanceTest-glb,current,samplers_us,1,5.9,5.9,5.9,5.9,5.9
counts,NodePerformanceTest-glb,current,scenes_us,1,1309.4,1309.4,1309.4,1309.4,1309.4
counts,NodePerformanceTest-glb,current,skins_us,1,2.0,2.0,2.0,2.0,2.0
counts,NodePerformanceTest-glb,current,textures_us,1,33652.0,33652.0,33652.0,33652.0,33652.0
counts,NodePerformanceTest-glb,current,typed_other_us,1,50.6,50.6,50.6,50.6,50.6
counts,NodePerformanceTest-glb,current,serializer_dom_us,1,0.0,0.0,0.0,0.0,0.0
counts,NodePerformanceTest-glb,current,serializer_text_us,1,0.0,0.0,0.0,0.0,0.0
counts,NodePerformanceTest-glb,current,resource_write_us,1,0.0,0.0,0.0,0.0,0.0
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,total_load_us,1,2130831.4,2130831.4,2130831.4,2130831.4,2130831.4
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,file_open_us,1,640.4,640.4,640.4,640.4,640.4
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,json_chunk_us,1,15058.8,15058.8,15058.8,15058.8,15058.8
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,strict_parse_us,1,512977.9,512977.9,512977.9,512977.9,512977.9
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,validation_dom_us,1,0.3,0.3,0.3,0.3,0.3
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,schema_compile_us,1,4392.5,4392.5,4392.5,4392.5,4392.5
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,schema_locate_us,1,1903.7999999999997,1903.7999999999997,1903.7999999999997,1903.7999999999997,1903.7999999999997
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,schema_parse_us,1,1863.6000000000004,1863.6000000000004,1863.6000000000004,1863.6000000000004,1863.6000000000004
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,schema_populate_us,1,4190.9,4190.9,4190.9,4190.9,4190.9
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,validate_us,1,868001.4,868001.4,868001.4,868001.4,868001.4
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,typed_us,1,696883.9,696883.9,696883.9,696883.9,696883.9
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,buffer_read_us,1,31231.0,31231.0,31231.0,31231.0,31231.0
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,image_read_us,1,1600.5,1600.5,1600.5,1600.5,1600.5
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,accessors_us,1,200918.3,200918.3,200918.3,200918.3,200918.3
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,animations_us,1,1.6,1.6,1.6,1.6,1.6
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,buffers_us,1,16.2,16.2,16.2,16.2,16.2
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,buffer_views_us,1,127805.7,127805.7,127805.7,127805.7,127805.7
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,cameras_us,1,21.3,21.3,21.3,21.3,21.3
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,images_us,1,366.8,366.8,366.8,366.8,366.8
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,materials_us,1,192047.9,192047.9,192047.9,192047.9,192047.9
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,meshes_us,1,93440.7,93440.7,93440.7,93440.7,93440.7
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,nodes_us,1,53690.1,53690.1,53690.1,53690.1,53690.1
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,samplers_us,1,5.8,5.8,5.8,5.8,5.8
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,scenes_us,1,1028.1,1028.1,1028.1,1028.1,1028.1
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,skins_us,1,1.2,1.2,1.2,1.2,1.2
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,textures_us,1,27430.5,27430.5,27430.5,27430.5,27430.5
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,typed_other_us,1,43.6,43.6,43.6,43.6,43.6
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,serializer_dom_us,1,0.0,0.0,0.0,0.0,0.0
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,serializer_text_us,1,0.0,0.0,0.0,0.0,0.0
counts,NodePerformanceTest-glb,sax-scalar-unique-fallback,resource_write_us,1,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-100,current,total_load_us,7,64494.1,63191.6,72311.5,60275.5,72311.5
scaling,NodePerformance-100,current,file_open_us,7,299.5571428571429,303.0,352.5,267.7,352.5
scaling,NodePerformance-100,current,json_chunk_us,7,249.0857142857143,232.0,376.6,199.3,376.6
scaling,NodePerformance-100,current,strict_parse_us,7,8878.271428571428,7741.7,15294.5,7492.3,15294.5
scaling,NodePerformance-100,current,validation_dom_us,7,0.18571428571428572,0.2,0.2,0.1,0.2
scaling,NodePerformance-100,current,schema_compile_us,7,4553.185714285714,4268.0,6915.7,3953.7,6915.7
scaling,NodePerformance-100,current,schema_locate_us,7,2133.2999999999997,1973.2999999999997,3276.5999999999995,1826.9999999999998,3276.5999999999995
scaling,NodePerformance-100,current,schema_parse_us,7,2074.5714285714284,1926.4999999999998,3178.0,1777.2000000000003,3178.0
scaling,NodePerformance-100,current,schema_populate_us,7,4351.185714285714,4084.0,6627.2,3777.9,6627.2
scaling,NodePerformance-100,current,validate_us,7,11420.2,11241.6,12764.5,10915.3,12764.5
scaling,NodePerformance-100,current,typed_us,7,6301.871428571429,5693.3,10171.9,5426.1,10171.9
scaling,NodePerformance-100,current,buffer_read_us,7,30990.64285714286,31109.4,32741.2,29496.0,32741.2
scaling,NodePerformance-100,current,image_read_us,7,1778.0142857142857,1706.8,2105.9,1544.9,2105.9
scaling,NodePerformance-100,current,accessors_us,7,1766.7,1673.7,2730.8,1488.6,2730.8
scaling,NodePerformance-100,current,animations_us,7,1.0142857142857142,1.1,1.4,0.6,1.4
scaling,NodePerformance-100,current,buffers_us,7,4.057142857142857,3.7,6.1,3.3,6.1
scaling,NodePerformance-100,current,buffer_views_us,7,1394.0857142857142,1233.7,2366.2,1195.5,2366.2
scaling,NodePerformance-100,current,cameras_us,7,8.028571428571428,7.4,11.5,6.8,11.5
scaling,NodePerformance-100,current,images_us,7,256.24285714285713,212.9,458.1,196.6,458.1
scaling,NodePerformance-100,current,materials_us,7,1386.2285714285715,1237.0,2107.3,1208.6,2107.3
scaling,NodePerformance-100,current,meshes_us,7,681.9857142857143,605.6,1156.3,573.9,1156.3
scaling,NodePerformance-100,current,nodes_us,7,496.1428571428571,437.0,843.4,407.2,843.4
scaling,NodePerformance-100,current,samplers_us,7,4.171428571428571,3.9,6.1,3.4,6.1
scaling,NodePerformance-100,current,scenes_us,7,16.414285714285715,14.7,27.5,13.8,27.5
scaling,NodePerformance-100,current,skins_us,7,0.7714285714285714,0.7,1.4,0.6,1.4
scaling,NodePerformance-100,current,textures_us,7,226.32857142857142,211.2,377.8,180.1,377.8
scaling,NodePerformance-100,current,typed_other_us,7,16.285714285714285,15.600000000000001,22.8,12.7,22.8
scaling,NodePerformance-100,current,serializer_dom_us,7,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-100,current,serializer_text_us,7,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-100,current,resource_write_us,7,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-100,sax-scalar-unique-fallback,total_load_us,10,67785.72,63785.75,90154.1,57326.3,90154.1
scaling,NodePerformance-100,sax-scalar-unique-fallback,file_open_us,10,377.84999999999997,259.85,1068.6,217.1,1068.6
scaling,NodePerformance-100,sax-scalar-unique-fallback,json_chunk_us,10,273.9,244.95,515.8,200.2,515.8
scaling,NodePerformance-100,sax-scalar-unique-fallback,strict_parse_us,10,7006.07,5901.35,10754.8,5217.0,10754.8
scaling,NodePerformance-100,sax-scalar-unique-fallback,validation_dom_us,10,0.33999999999999997,0.3,0.5,0.3,0.5
scaling,NodePerformance-100,sax-scalar-unique-fallback,schema_compile_us,10,5705.950000000001,5402.15,8646.7,4536.6,8646.7
scaling,NodePerformance-100,sax-scalar-unique-fallback,schema_locate_us,10,2663.42,2578.4500000000003,3739.7,2080.3,3739.7
scaling,NodePerformance-100,sax-scalar-unique-fallback,schema_parse_us,10,2590.56,2505.25,3649.3999999999996,2016.4999999999995,3649.3999999999996
scaling,NodePerformance-100,sax-scalar-unique-fallback,schema_populate_us,10,5457.22,5152.7,8334.0,4343.3,8334.0
scaling,NodePerformance-100,sax-scalar-unique-fallback,validate_us,10,11828.19,10510.35,18169.1,8905.3,18169.1
scaling,NodePerformance-100,sax-scalar-unique-fallback,typed_us,10,7411.5,5963.299999999999,12846.7,5456.3,12846.7
scaling,NodePerformance-100,sax-scalar-unique-fallback,buffer_read_us,10,33396.19,31641.1,41241.6,30008.1,41241.6
scaling,NodePerformance-100,sax-scalar-unique-fallback,image_read_us,10,1762.3600000000001,1569.95,2409.6,1431.9,2409.6
scaling,NodePerformance-100,sax-scalar-unique-fallback,accessors_us,10,1907.5,1555.15,3249.1,1437.5,3249.1
scaling,NodePerformance-100,sax-scalar-unique-fallback,animations_us,10,1.04,1.0,1.6,0.7,1.6
scaling,NodePerformance-100,sax-scalar-unique-fallback,buffers_us,10,4.25,4.0,5.6,3.6,5.6
scaling,NodePerformance-100,sax-scalar-unique-fallback,buffer_views_us,10,1728.28,1444.7,3146.6,1219.2,3146.6
scaling,NodePerformance-100,sax-scalar-unique-fallback,cameras_us,10,9.719999999999999,8.75,12.7,7.0,12.7
scaling,NodePerformance-100,sax-scalar-unique-fallback,images_us,10,308.2,283.75,493.0,205.9,493.0
scaling,NodePerformance-100,sax-scalar-unique-fallback,materials_us,10,1804.09,1599.0,2910.1,1231.2,2910.1
scaling,NodePerformance-100,sax-scalar-unique-fallback,meshes_us,10,798.43,612.8,1314.1,576.0,1314.1
scaling,NodePerformance-100,sax-scalar-unique-fallback,nodes_us,10,541.74,460.3,1073.7,409.4,1073.7
scaling,NodePerformance-100,sax-scalar-unique-fallback,samplers_us,10,4.05,3.9,5.7,3.5,5.7
scaling,NodePerformance-100,sax-scalar-unique-fallback,scenes_us,10,15.24,13.850000000000001,20.9,13.3,20.9
scaling,NodePerformance-100,sax-scalar-unique-fallback,skins_us,10,0.6599999999999999,0.7,0.8,0.5,0.8
scaling,NodePerformance-100,sax-scalar-unique-fallback,textures_us,10,233.0,187.1,539.1,176.0,539.1
scaling,NodePerformance-100,sax-scalar-unique-fallback,typed_other_us,10,16.919999999999998,14.55,28.4,13.4,28.4
scaling,NodePerformance-100,sax-scalar-unique-fallback,serializer_dom_us,10,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-100,sax-scalar-unique-fallback,serializer_text_us,10,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-100,sax-scalar-unique-fallback,resource_write_us,10,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-1000,current,total_load_us,7,469666.7,464433.9,507278.9,437211.9,507278.9
scaling,NodePerformance-1000,current,file_open_us,7,308.4142857142857,309.5,365.3,256.1,365.3
scaling,NodePerformance-1000,current,json_chunk_us,7,1561.5714285714287,1544.8,1634.8,1469.4,1634.8
scaling,NodePerformance-1000,current,strict_parse_us,7,208417.51428571428,207284.3,236843.6,183959.1,236843.6
scaling,NodePerformance-1000,current,validation_dom_us,7,0.37142857142857144,0.4,0.5,0.3,0.5
scaling,NodePerformance-1000,current,schema_compile_us,7,5596.471428571429,4155.7,11970.7,3964.8,11970.7
scaling,NodePerformance-1000,current,schema_locate_us,7,2453.7285714285717,2032.4999999999995,4323.700000000001,1824.9,4323.700000000001
scaling,NodePerformance-1000,current,schema_parse_us,7,2386.8714285714286,1961.5,4207.6,1775.3000000000002,4207.6
scaling,NodePerformance-1000,current,schema_populate_us,7,5318.314285714286,3838.7,11628.2,3764.2,11628.2
scaling,NodePerformance-1000,current,validate_us,7,145753.97142857144,141486.5,182403.0,129640.6,182403.0
scaling,NodePerformance-1000,current,typed_us,7,71256.57142857143,72688.9,81578.2,57047.1,81578.2
scaling,NodePerformance-1000,current,buffer_read_us,7,34957.614285714284,32442.6,44096.2,29895.3,44096.2
scaling,NodePerformance-1000,current,image_read_us,7,1786.3428571428572,1918.3,2089.8,1408.2,2089.8
scaling,NodePerformance-1000,current,accessors_us,7,20572.185714285715,19912.7,25670.8,17383.8,25670.8
scaling,NodePerformance-1000,current,animations_us,7,1.2142857142857144,1.1,1.6,1.0,1.6
scaling,NodePerformance-1000,current,buffers_us,7,4.714285714285714,4.1,7.0,3.8,7.0
scaling,NodePerformance-1000,current,buffer_views_us,7,15114.042857142857,14610.3,20878.1,11208.1,20878.1
scaling,NodePerformance-1000,current,cameras_us,7,11.442857142857143,10.5,14.4,10.0,14.4
scaling,NodePerformance-1000,current,images_us,7,315.5,277.7,436.6,250.3,436.6
scaling,NodePerformance-1000,current,materials_us,7,16744.35714285714,16302.7,20807.6,12668.1,20807.6
scaling,NodePerformance-1000,current,meshes_us,7,8970.7,8584.4,11477.9,7322.7,11477.9
scaling,NodePerformance-1000,current,nodes_us,7,6304.814285714286,4670.4,9841.3,4378.3,9841.3
scaling,NodePerformance-1000,current,samplers_us,7,6.271428571428571,5.2,9.9,4.3,9.9
scaling,NodePerformance-1000,current,scenes_us,7,156.34285714285716,122.4,230.7,104.6,230.7
scaling,NodePerformance-1000,current,skins_us,7,0.8142857142857143,0.7,1.3,0.6,1.3
scaling,NodePerformance-1000,current,textures_us,7,2973.942857142857,3011.0,4534.6,1855.3,4534.6
scaling,NodePerformance-1000,current,typed_other_us,7,31.45714285714286,31.7,41.7,22.1,41.7
scaling,NodePerformance-1000,current,serializer_dom_us,7,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-1000,current,serializer_text_us,7,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-1000,current,resource_write_us,7,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-1000,sax-scalar-unique-fallback,total_load_us,10,269523.46,278101.94999999995,305777.0,220410.4,305777.0
scaling,NodePerformance-1000,sax-scalar-unique-fallback,file_open_us,10,853.22,308.9,4190.1,207.1,4190.1
scaling,NodePerformance-1000,sax-scalar-unique-fallback,json_chunk_us,10,1767.25,1522.3000000000002,3194.8,1455.2,3194.8
scaling,NodePerformance-1000,sax-scalar-unique-fallback,strict_parse_us,10,61849.57,53238.2,94772.7,49684.9,94772.7
scaling,NodePerformance-1000,sax-scalar-unique-fallback,validation_dom_us,10,0.38,0.4,0.5,0.3,0.5
scaling,NodePerformance-1000,sax-scalar-unique-fallback,schema_compile_us,10,5078.73,4425.950000000001,7856.2,3931.6,7856.2
scaling,NodePerformance-1000,sax-scalar-unique-fallback,schema_locate_us,10,2392.0899999999997,2011.3000000000002,3756.7999999999997,1857.3000000000002,3756.7999999999997
scaling,NodePerformance-1000,sax-scalar-unique-fallback,schema_parse_us,10,2327.2000000000003,1957.5,3670.1000000000004,1805.7999999999997,3670.1000000000004
scaling,NodePerformance-1000,sax-scalar-unique-fallback,schema_populate_us,10,4839.2699999999995,4230.5,7501.2,3746.4,7501.2
scaling,NodePerformance-1000,sax-scalar-unique-fallback,validate_us,10,102588.53,101471.9,126495.2,79103.0,126495.2
scaling,NodePerformance-1000,sax-scalar-unique-fallback,typed_us,10,62512.48,60288.8,94005.2,52983.0,94005.2
scaling,NodePerformance-1000,sax-scalar-unique-fallback,buffer_read_us,10,33239.28,31523.3,42589.0,29518.6,42589.0
scaling,NodePerformance-1000,sax-scalar-unique-fallback,image_read_us,10,1604.8899999999999,1461.0500000000002,2369.7,1362.8,2369.7
scaling,NodePerformance-1000,sax-scalar-unique-fallback,accessors_us,10,19242.32,19353.8,24893.6,16355.2,24893.6
scaling,NodePerformance-1000,sax-scalar-unique-fallback,animations_us,10,1.32,1.25,1.7,1.1,1.7
scaling,NodePerformance-1000,sax-scalar-unique-fallback,buffers_us,10,5.109999999999999,4.75,7.1,4.1,7.1
scaling,NodePerformance-1000,sax-scalar-unique-fallback,buffer_views_us,10,14067.3,12558.55,23180.4,10758.6,23180.4
scaling,NodePerformance-1000,sax-scalar-unique-fallback,cameras_us,10,11.62,11.15,14.1,10.4,14.1
scaling,NodePerformance-1000,sax-scalar-unique-fallback,images_us,10,294.05,262.65,437.0,235.9,437.0
scaling,NodePerformance-1000,sax-scalar-unique-fallback,materials_us,10,14163.15,13123.2,25072.8,11127.3,25072.8
scaling,NodePerformance-1000,sax-scalar-unique-fallback,meshes_us,10,7381.65,6910.95,11591.4,6231.2,11591.4
scaling,NodePerformance-1000,sax-scalar-unique-fallback,nodes_us,10,5179.66,4478.65,7772.6,4191.9,7772.6
scaling,NodePerformance-1000,sax-scalar-unique-fallback,samplers_us,10,5.08,4.75,6.4,4.3,6.4
scaling,NodePerformance-1000,sax-scalar-unique-fallback,scenes_us,10,120.62,106.9,170.5,105.7,170.5
scaling,NodePerformance-1000,sax-scalar-unique-fallback,skins_us,10,0.75,0.7,1.1,0.6,1.1
scaling,NodePerformance-1000,sax-scalar-unique-fallback,textures_us,10,1982.79,1914.05,2429.3,1743.1,2429.3
scaling,NodePerformance-1000,sax-scalar-unique-fallback,typed_other_us,10,23.31,21.0,40.8,17.0,40.8
scaling,NodePerformance-1000,sax-scalar-unique-fallback,serializer_dom_us,10,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-1000,sax-scalar-unique-fallback,serializer_text_us,10,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-1000,sax-scalar-unique-fallback,resource_write_us,10,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-5000,current,total_load_us,7,6052844.285714286,5726303.9,7140653.7,5317646.7,7140653.7
scaling,NodePerformance-5000,current,file_open_us,7,336.5,331.0,384.7,303.7,384.7
scaling,NodePerformance-5000,current,json_chunk_us,7,7825.157142857143,7834.0,8309.5,7546.3,8309.5
scaling,NodePerformance-5000,current,strict_parse_us,7,4170680.7285714285,4076826.8,5031344.0,3472831.7,5031344.0
scaling,NodePerformance-5000,current,validation_dom_us,7,0.34285714285714286,0.3,0.4,0.3,0.4
scaling,NodePerformance-5000,current,schema_compile_us,7,6003.214285714286,5130.8,12058.0,4001.0,12058.0
scaling,NodePerformance-5000,current,schema_locate_us,7,2884.1714285714284,2490.6,5975.7,1878.2,5975.7
scaling,NodePerformance-5000,current,schema_parse_us,7,2809.2285714285717,2420.7999999999993,5858.000000000001,1814.0,5858.000000000001
scaling,NodePerformance-5000,current,schema_populate_us,7,5736.185714285714,4788.1,11706.6,3782.1,11706.6
scaling,NodePerformance-5000,current,validate_us,7,1431140.0285714285,1379791.2,1746319.4,1252788.7,1746319.4
scaling,NodePerformance-5000,current,typed_us,7,399711.4428571428,391089.1,574445.5,316541.6,574445.5
scaling,NodePerformance-5000,current,buffer_read_us,7,35433.07142857143,33798.0,42597.5,30332.9,42597.5
scaling,NodePerformance-5000,current,image_read_us,7,1685.3285714285714,1608.9,2094.7,1484.6,2094.7
scaling,NodePerformance-5000,current,accessors_us,7,112249.5,109213.6,147593.0,90193.0,147593.0
scaling,NodePerformance-5000,current,animations_us,7,1.3142857142857143,1.2,2.1,1.1,2.1
scaling,NodePerformance-5000,current,buffers_us,7,4.871428571428571,4.5,7.1,4.3,7.1
scaling,NodePerformance-5000,current,buffer_views_us,7,81260.71428571429,81270.2,102533.1,68405.6,102533.1
scaling,NodePerformance-5000,current,cameras_us,7,11.142857142857142,10.5,13.1,9.9,13.1
scaling,NodePerformance-5000,current,images_us,7,322.6857142857143,293.3,505.6,255.0,505.6
scaling,NodePerformance-5000,current,materials_us,7,101809.45714285714,91099.8,161645.8,83728.4,161645.8
scaling,NodePerformance-5000,current,meshes_us,7,56492.28571428572,50593.1,93847.1,37907.6,93847.1
scaling,NodePerformance-5000,current,nodes_us,7,32325.67142857143,26398.5,58938.4,23343.8,58938.4
scaling,NodePerformance-5000,current,samplers_us,7,5.014285714285714,5.0,5.3,4.7,5.3
scaling,NodePerformance-5000,current,scenes_us,7,607.1,547.3,824.9,524.4,824.9
scaling,NodePerformance-5000,current,skins_us,7,0.9285714285714285,0.7,1.9,0.6,1.9
scaling,NodePerformance-5000,current,textures_us,7,14540.3,12117.2,21187.6,11189.1,21187.6
scaling,NodePerformance-5000,current,typed_other_us,7,36.55714285714286,25.9,99.5,23.8,99.5
scaling,NodePerformance-5000,current,serializer_dom_us,7,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-5000,current,serializer_text_us,7,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-5000,current,resource_write_us,7,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-5000,sax-scalar-unique-fallback,total_load_us,10,1243789.19,1251386.75,1500525.2,1049382.4,1500525.2
scaling,NodePerformance-5000,sax-scalar-unique-fallback,file_open_us,10,826.87,341.4,5273.4,234.4,5273.4
scaling,NodePerformance-5000,sax-scalar-unique-fallback,json_chunk_us,10,9332.18,7518.7,21647.9,7274.0,21647.9
scaling,NodePerformance-5000,sax-scalar-unique-fallback,strict_parse_us,10,297610.63,281389.19999999995,370246.0,249312.4,370246.0
scaling,NodePerformance-5000,sax-scalar-unique-fallback,validation_dom_us,10,0.41000000000000003,0.4,0.6,0.3,0.6
scaling,NodePerformance-5000,sax-scalar-unique-fallback,schema_compile_us,10,5904.69,4167.2,12896.1,3889.5,12896.1
scaling,NodePerformance-5000,sax-scalar-unique-fallback,schema_locate_us,10,2502.15,1899.3999999999994,4578.5,1812.4,4578.5
scaling,NodePerformance-5000,sax-scalar-unique-fallback,schema_parse_us,10,2417.04,1843.4499999999998,4298.100000000001,1754.5,4298.100000000001
scaling,NodePerformance-5000,sax-scalar-unique-fallback,schema_populate_us,10,5671.72,3963.05,12570.4,3687.6,12570.4
scaling,NodePerformance-5000,sax-scalar-unique-fallback,validate_us,10,498558.93,464458.3,712335.9,402757.2,712335.9
scaling,NodePerformance-5000,sax-scalar-unique-fallback,typed_us,10,398197.9,395443.80000000005,497178.4,332568.0,497178.4
scaling,NodePerformance-5000,sax-scalar-unique-fallback,buffer_read_us,10,31628.35,31491.949999999997,35331.6,29286.8,35331.6
scaling,NodePerformance-5000,sax-scalar-unique-fallback,image_read_us,10,1696.03,1680.1,2076.6,1460.9,2076.6
scaling,NodePerformance-5000,sax-scalar-unique-fallback,accessors_us,10,130652.65,120443.75,205488.6,94283.5,205488.6
scaling,NodePerformance-5000,sax-scalar-unique-fallback,animations_us,10,1.3,1.25,1.7,0.9,1.7
scaling,NodePerformance-5000,sax-scalar-unique-fallback,buffers_us,10,4.83,4.5,6.8,3.9,6.8
scaling,NodePerformance-5000,sax-scalar-unique-fallback,buffer_views_us,10,80690.68,80416.9,93041.5,67528.4,93041.5
scaling,NodePerformance-5000,sax-scalar-unique-fallback,cameras_us,10,11.51,11.149999999999999,15.1,10.3,15.1
scaling,NodePerformance-5000,sax-scalar-unique-fallback,images_us,10,358.06,297.85,915.1,258.9,915.1
scaling,NodePerformance-5000,sax-scalar-unique-fallback,materials_us,10,94792.6,90894.8,129490.2,72279.8,129490.2
scaling,NodePerformance-5000,sax-scalar-unique-fallback,meshes_us,10,49910.95,42044.65,83099.7,37927.1,83099.7
scaling,NodePerformance-5000,sax-scalar-unique-fallback,nodes_us,10,28585.25,24954.2,44578.7,23243.2,44578.7
scaling,NodePerformance-5000,sax-scalar-unique-fallback,samplers_us,10,5.69,5.25,7.5,4.7,7.5
scaling,NodePerformance-5000,sax-scalar-unique-fallback,scenes_us,10,640.2,561.2,1018.3,523.9,1018.3
scaling,NodePerformance-5000,sax-scalar-unique-fallback,skins_us,10,1.06,0.8500000000000001,2.2,0.6,2.2
scaling,NodePerformance-5000,sax-scalar-unique-fallback,textures_us,10,12477.4,11646.25,17054.8,10198.8,17054.8
scaling,NodePerformance-5000,sax-scalar-unique-fallback,typed_other_us,10,27.2,25.15,40.599999999999994,23.7,40.599999999999994
scaling,NodePerformance-5000,sax-scalar-unique-fallback,serializer_dom_us,10,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-5000,sax-scalar-unique-fallback,serializer_text_us,10,0.0,0.0,0.0,0.0,0.0
scaling,NodePerformance-5000,sax-scalar-unique-fallback,resource_write_us,10,0.0,0.0,0.0,0.0,0.0
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,total_load_us,5,85961.9,84903.3,90906.8,83068.9,90906.8
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,file_open_us,5,368.56,378.0,415.2,329.9,415.2
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,json_chunk_us,5,102.48,98.8,132.9,84.9,132.9
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,strict_parse_us,5,1970.0600000000002,1699.8,2554.3,1665.9,2554.3
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,validation_dom_us,5,0.16,0.2,0.2,0.1,0.2
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,schema_compile_us,5,4803.1,4225.6,7106.9,4000.5,7106.9
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,schema_locate_us,5,2242.6,2041.8000000000004,3045.9,1908.2,3045.9
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,schema_parse_us,5,2181.7799999999997,1960.4,2968.4999999999995,1862.9,2968.4999999999995
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,schema_populate_us,5,4569.32,3972.6,6876.8,3815.8,6876.8
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,validate_us,5,2585.64,2286.6,3657.2,2257.2,3657.2
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,typed_us,5,1360.24,1365.1,1407.3,1310.0,1407.3
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,buffer_read_us,5,51729.14,52595.1,53074.7,49935.6,53074.7
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,image_read_us,5,23021.8,22574.1,24653.4,22334.6,24653.4
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,accessors_us,5,332.94,338.3,346.2,308.0,346.2
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,animations_us,5,0.5,0.5,0.6,0.4,0.6
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,buffers_us,5,2.82,2.8,3.2,2.5,3.2
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,buffer_views_us,5,270.04,270.4,275.7,261.5,275.7
