group,variant,case_id,sample,warmup,total_load_us,file_json_us,file_open_us,json_chunk_us,strict_parse_us,validation_dom_us,schema_compile_us,schema_locate_us,schema_parse_us,schema_populate_us,validate_us,typed_us,resources_us,accessors_us,animations_us,buffers_us,buffer_views_us,cameras_us,images_us,materials_us,meshes_us,nodes_us,samplers_us,scenes_us,skins_us,textures_us,typed_other_us,serializer_dom_us,serializer_text_us,resource_write_us,cache_setup_us,input_bytes,json_bytes,resource_bytes,buffer_read_us,image_read_us,buffer_bytes,image_bytes,after_input_ws,after_input_private,after_input_peak,after_parse_ws,after_parse_private,after_parse_peak,after_validation_dom_ws,after_validation_dom_private,after_validation_dom_peak,after_schema_ws,after_schema_private,after_schema_peak,after_validation_ws,after_validation_private,after_validation_peak,after_typed_ws,after_typed_private,after_typed_peak,after_resources_ws,after_resources_private,after_resources_peak,after_serialization_ws,after_serialization_private,after_serialization_peak,schema_locator_calls,schema_documents_parsed,schema_bytes_parsed,parser_parent_scan_loops,parser_parent_scan_elements,schema_adapter_find_calls,schema_adapter_find_scans,schema_adapter_members,schema_adapter_constructions,schema_constraints,schema_traversals,validation_adapter_find_calls,validation_adapter_find_scans,validation_adapter_members,validation_adapter_constructions,validation_string_copies,validation_string_bytes,validation_index_builds,validation_index_members,validation_constraints,validation_traversals,validation_allof,validation_anyof,validation_oneof,validation_properties,validation_required,validation_items,validation_types,validation_unique_items,validation_unique_comparisons,validation_unique_scalar_values,typed_find_calls,typed_find_scans,status
variants,cached-sax-scalar-unique-fallback,NodePerformanceTest-glb,10,false,1983106.6000000001,15553.099999999999,421.30000000000001,15131.799999999999,515786.20000000001,0.29999999999999999,0,0,0,0,802151.59999999998,618462.09999999998,31129.099999999999,169959.5,1.1000000000000001,6.5,129868.5,11.9,299.89999999999998,160143.5,82195.899999999994,51166.699999999997,4.7999999999999998,1025.2,1.1000000000000001,23715.799999999999,25.100000000000001,0,0,0,4426.5,37986536,12368440,26205746,29611.799999999999,1517.3,25618068,587678,22474752,18075648,260534272,76832768,73695232,260534272,76832768,73695232,260534272,76832768,73695232,260534272,77189120,74043392,260534272,233623552,240508928,260534272,259485696,266235904,260534272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,cached-sax-scalar-unique-fallback,NodePerformanceTest-glb,11,false,1896884,14803.6,401.5,14402.1,481550.29999999999,0.59999999999999998,0,0,0,0,789802.30000000005,580253.09999999998,30448.399999999998,154177.79999999999,1.1000000000000001,6.2000000000000002,118083.7,10,288.80000000000001,153530.89999999999,79706.199999999997,48645.699999999997,5.2999999999999998,1085.5,0.69999999999999996,24649.900000000001,25.100000000000001,0,0,0,4426.5,37986536,12368440,26205746,28995.299999999999,1453.0999999999999,25618068,587678,22765568,18423808,260534272,99348480,98930688,260534272,99348480,98930688,260534272,99348480,98930688,260534272,99328000,98828288,260534272,234582016,241586176,260534272,260399104,267255808,260534272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,cached-sax-scalar-unique-fallback,NodePerformanceTest-glb,12,false,1920933.3,14654,330.5,14323.5,488941,0.40000000000000002,0,0,0,0,796529.30000000005,590175.09999999998,30608.5,163012.89999999999,1.3999999999999999,6.7000000000000002,117626,10.5,252.5,155673,82274.300000000003,47283.099999999999,4.5,1046.3,0.69999999999999996,22921.400000000001,25.799999999999997,0,0,0,4426.5,37986536,12368440,26205746,29084.799999999999,1523.7,25618068,587678,22458368,18395136,260534272,79507456,81063936,260534272,79507456,81063936,260534272,79507456,81063936,260534272,79941632,81489920,260534272,234364928,241213440,260534272,260190208,266928128,260534272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,cached-sax-scalar-unique-fallback,NodePerformanceTest-glb,13,false,1954333.6000000001,14661.1,320.19999999999999,14340.9,483948,0.40000000000000002,0,0,0,0,790935.30000000005,632534.5,32228.900000000001,194139.60000000001,1.2,6.4000000000000004,124291,24.100000000000001,240,160197.5,79562.899999999994,48736.900000000001,4.7999999999999998,974.5,0.69999999999999996,24292.700000000001,26.300000000000001,0,0,0,4426.5,37986536,12368440,26205746,30760.200000000001,1468.7,25618068,587678,21815296,17928192,260534272,100827136,100790272,260534272,100827136,100790272,260534272,100827136,100790272,260534272,100872192,100790272,260534272,235184128,242622464,260534272,260911104,268292096,260911104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,cached-sax-scalar-unique-fallback,NodePerformanceTest-glb,14,false,1929609.5,16899.200000000001,361.80000000000001,16537.400000000001,488768.70000000001,0.29999999999999999,0,0,0,0,783928,609121.40000000002,30864.900000000001,154076.10000000001,1.3,21.5,119935.39999999999,11.5,265.89999999999998,166640.70000000001,89551.899999999994,52447.199999999997,4.5,1023.9,1.1000000000000001,25078.299999999999,27,0,0,0,4426.5,37986536,12368440,26205746,29322.200000000001,1542.7,25618068,587678,22577152,20172800,260911104,100040704,99500032,260911104,100040704,99500032,260911104,100040704,99500032,260911104,100048896,99500032,260911104,235331584,242536448,260911104,261124096,268206080,261124096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,current,NodePerformanceTest-glb,0,false,18107167.100000001,16128.1,315.39999999999998,15812.700000000001,13452220.699999999,0.5,3859.6999999999998,1829.1999999999998,1790.3999999999999,3674.3000000000002,3881237.2999999998,719092.80000000005,34600.5,199887.79999999999,1.2,5.5,139867.10000000001,11.300000000000001,276.69999999999999,179286.5,90545,54718.900000000001,7,2085,2.2000000000000002,52315,32.899999999999999,0,0,0,0,37986536,12368440,26205746,32469.599999999999,2130.9000000000001,25618068,587678,19804160,14966784,259182592,75116544,76959744,259182592,75116544,76959744,259182592,75153408,76976128,259182592,75153408,76976128,259182592,233611264,240218112,259182592,259551232,266141696,259551232,0,0,0,33,33,71456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,current,NodePerformanceTest-glb,1,false,17847526.100000001,15224.700000000001,298,14926.700000000001,13285842.699999999,0.40000000000000002,3956.8000000000002,1847.9999999999998,1782.6000000000004,3762.6999999999998,3794905.6000000001,711314.30000000005,36254.700000000004,166573.20000000001,1.1000000000000001,4.2999999999999998,122361.3,10.699999999999999,272.10000000000002,196010.89999999999,92939.600000000006,90249.300000000003,5.0999999999999996,1297.0999999999999,2.2999999999999998,41526.199999999997,25.599999999999998,0,0,0,0,37986536,12368440,26205746,34689.400000000001,1565.3,25618068,587678,21319680,16949248,259551232,76046336,77922304,259551232,76046336,77922304,259551232,76075008,78172160,259551232,76075008,78172160,259551232,234086400,240488448,259551232,260001792,266420224,260001792,0,0,0,33,33,71456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,current,NodePerformanceTest-glb,2,false,17660984.199999999,14665.5,375.5,14290,13045480.6,0.59999999999999998,3951.0999999999999,1870.6000000000001,1819.6999999999998,3756.5999999999999,3811247.7999999998,741131.59999999998,44479.400000000001,175521.70000000001,1.3,4.2999999999999998,124470.2,10.4,248.19999999999999,182855.10000000001,101247.89999999999,120367.10000000001,7.2999999999999998,1276.2,1.3999999999999999,35056,29.899999999999999,0,0,0,0,37986536,12368440,26205746,41297,3182.4000000000001,25618068,587678,21094400,16125952,260001792,75866112,75542528,260001792,75866112,75542528,260001792,75894784,75571200,260001792,75894784,75571200,260001792,233709568,239845376,260001792,259600384,265728000,260001792,0,0,0,33,33,71456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,current,NodePerformanceTest-glb,3,false,17522805,17350.599999999999,307.80000000000001,17042.799999999999,12915137.9,0.29999999999999999,4207.5,1966,1892.4000000000001,4021,3892675.7999999998,661609.80000000005,31795.599999999999,179969.89999999999,1.2,4.7000000000000002,127344.7,10.699999999999999,309.80000000000001,166634.79999999999,98592.800000000003,61744.800000000003,5.7999999999999998,1105.9000000000001,0.90000000000000002,25801.5,26.699999999999999,0,0,0,0,37986536,12368440,26205746,30178.799999999999,1616.8,25618068,587678,20930560,15982592,260001792,76873728,77062144,260001792,76873728,77062144,260001792,76902400,77324288,260001792,76902400,77324288,260001792,233189376,239161344,260001792,259100672,265097216,260001792,0,0,0,33,33,71456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,current,NodePerformanceTest-glb,4,false,17780771.300000001,15188.400000000001,369.19999999999999,14819.200000000001,13174007.699999999,0.29999999999999999,4812.1999999999998,2278.7000000000003,2227.2000000000003,4629.1000000000004,3939819.2000000002,613566.30000000005,33348.900000000001,175240.60000000001,2,6.5999999999999996,122840.10000000001,10.6,300,158924.89999999999,83788.199999999997,48052.199999999997,5.0999999999999996,1012.9,0.80000000000000004,23324.099999999999,25.900000000000002,0,0,0,0,37986536,12368440,26205746,31504.900000000001,1844,25618068,587678,21868544,18591744,260001792,74715136,71806976,260001792,74715136,71806976,260001792,74764288,71847936,260001792,74764288,71847936,260001792,234328064,241250304,260001792,260149248,266924032,260149248,0,0,0,33,33,71456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,current,NodePerformanceTest-glb,5,false,19039248.300000001,15299.9,356.89999999999998,14943,14243256.9,0.29999999999999999,4223.3000000000002,2004.9000000000001,1931.5000000000002,4024.9000000000001,4048779.6000000001,696229.90000000002,31425.799999999999,193147.60000000001,1.2,4.0999999999999996,130014,11.800000000000001,277.30000000000001,187942.70000000001,84250,70989.600000000006,6.9000000000000004,1926.5,2.7000000000000002,27584.599999999999,29.100000000000001,0,0,0,0,37986536,12368440,26205746,29953.700000000001,1472.0999999999999,25618068,587678,21884928,17731584,260149248,77246464,74350592,260149248,77246464,74350592,260149248,77287424,74514432,260149248,77287424,74514432,260149248,233897984,240455680,260149248,259756032,266129408,260149248,0,0,0,33,33,71456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,current,NodePerformanceTest-glb,6,false,17668605.699999999,15023,349.5,14673.5,13151703.699999999,0.29999999999999999,5062.1999999999998,2434.4999999999995,2354.8000000000002,4806.8999999999996,3835179.5,630317.80000000005,31290.300000000003,165349.70000000001,1.3999999999999999,4.7999999999999998,125183.8,11.6,266.5,178407.79999999999,80022.199999999997,54779.099999999999,4.7999999999999998,1048.3,1,25179.599999999999,24.5,0,0,0,0,37986536,12368440,26205746,29781.900000000001,1508.4000000000001,25618068,587678,21086208,16994304,260149248,77508608,74588160,260149248,77508608,74588160,260149248,77565952,74649600,260149248,77565952,74649600,260149248,234180608,241250304,260149248,260022272,266924032,260149248,0,0,0,33,33,71456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,ordered-fallback,NodePerformanceTest-glb,0,false,20581064.300000001,25581.900000000001,10811.799999999999,14770.1,15853199.1,0.29999999999999999,3921.0999999999999,1826.7999999999993,1784.9999999999998,3730.8000000000002,3978310.2000000002,687589.69999999995,32434.100000000002,177269.79999999999,1.1000000000000001,5.0999999999999996,160747.10000000001,10.9,264.69999999999999,173563.20000000001,89125.699999999997,49892.800000000003,5.5999999999999996,1076.5999999999999,0.69999999999999996,35563,26.399999999999999,0,0,0,0,37986536,12368440,26205746,30582.900000000001,1851.2,25618068,587678,19779584,15044608,258527232,75071488,76464128,258527232,75071488,76464128,258527232,75108352,76480512,258527232,75108352,76480512,258527232,234135552,240431104,258527232,260087808,266383360,260087808,0,0,0,33,33,71456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,ordered-fallback,NodePerformanceTest-glb,1,false,19698886.899999999,15413.4,339.89999999999998,15073.5,14499780.5,0.29999999999999999,8001.6999999999998,3988.6000000000008,3322.7000000000007,7526.6999999999998,4438457.4000000004,700779.69999999995,36421.800000000003,181443.10000000001,1.1000000000000001,5,118772.8,10.5,280.10000000000002,173790.60000000001,105525.5,89766.199999999997,6.9000000000000004,2534.4000000000001,2,28575.400000000001,28.699999999999999,0,0,0,0,37986536,12368440,26205746,34845,1576.8,25618068,587678,20688896,15671296,260087808,76042240,76447744,260087808,76042240,76447744,260087808,76070912,76582912,260087808,76070912,76582912,260087808,233963520,240525312,260087808,259842048,266416128,260087808,0,0,0,33,33,71456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,ordered-fallback,NodePerformanceTest-glb,2,false,17214990.300000001,25268.099999999999,8300.1000000000004,16968,12799202.199999999,0.20000000000000001,4294.1999999999998,2075.3000000000002,2019.1000000000001,3981.9000000000001,3740734.2999999998,614990,30466.799999999999,162314.29999999999,1.1000000000000001,5.2000000000000002,123096.89999999999,9.9000000000000004,289.80000000000001,169332.5,85547.300000000003,48528.599999999999,5.5,998.5,0.80000000000000004,24796.799999999999,25.199999999999999,0,0,0,0,37986536,12368440,26205746,28954.099999999999,1512.7,25618068,587678,22028288,17948672,260087808,75399168,76042240,260087808,75399168,76042240,260087808,75423744,76054528,260087808,75423744,76054528,260087808,234086400,240324608,260087808,260014080,266227712,260087808,0,0,0,33,33,71456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,ordered-fallback,NodePerformanceTest-glb,3,false,17353390.600000001,14750.700000000001,341.60000000000002,14409.1,13042330.300000001,0.29999999999999999,3999.9000000000001,1835.9999999999998,1774.7,3817.6999999999998,3618246.3999999999,642451.69999999995,31581.599999999999,169549.29999999999,1.2,4.9000000000000004,121451.5,11.300000000000001,320.19999999999999,181464.29999999999,87581.800000000003,54939.300000000003,4.9000000000000004,1110.5,0.80000000000000004,25939.200000000001,25.600000000000001,0,0,0,0,37986536,12368440,26205746,29752.599999999999,1829,25618068,587678,21352448,17244160,260087808,74760192,72822784,260087808,74760192,72822784,260087808,74797056,72916992,260087808,74797056,72916992,260087808,233852928,239931392,260087808,259784704,265875456,260087808,0,0,0,33,33,71456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,ordered-fallback,NodePerformanceTest-glb,4,false,17744911.899999999,14681.5,351.80000000000001,14329.700000000001,12898237,0.40000000000000002,5296.1999999999998,2576.2000000000007,2504.5999999999999,5101.6999999999998,4131427,662517.40000000002,32724.400000000001,172322.39999999999,1.2,5.9000000000000004,142359.39999999999,11.4,260.39999999999998,180608.10000000001,86435.399999999994,52151.199999999997,5.2000000000000002,1055.3,0.90000000000000002,27240.900000000001,25.299999999999997,0,0,0,0,37986536,12368440,26205746,30982,1742.4000000000001,25618068,587678,21909504,18214912,260087808,74887168,72585216,260087808,74887168,72585216,260087808,74940416,72642560,260087808,74940416,72642560,260087808,234287104,241803264,260087808,260100096,267476992,260100096,0,0,0,33,33,71456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,plain-ordered-fallback,NodePerformanceTest-glb,0,false,5727577.2000000002,16320.5,419.5,15901,456240.5,0.20000000000000001,4632.1000000000004,2291.5,2215.9000000000001,4440,4545003,672205,33148.699999999997,187723.10000000001,1.1000000000000001,5.2000000000000002,140458.39999999999,9.6999999999999993,260.69999999999999,176704.60000000001,90147.199999999997,48468.699999999997,5.5,1095.0999999999999,1,27262.299999999999,26.299999999999997,0,0,0,0,37986536,12368440,26205746,31439.5,1709.2,25618068,587678,20287488,15273984,259411968,73953280,72282112,259411968,73953280,72282112,259411968,74002432,72482816,259411968,74002432,72482816,259411968,233840640,240128000,259411968,259784704,266055680,259784704,0,0,0,33,33,71456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
variants,plain-ordered-fallback,NodePerformanceTest-glb,1,false,5637467,14971.799999999999,250.5,14721.299999999999,426180.20000000001,0.40000000000000002,6999.6000000000004,3251.0999999999999,3177.4000000000005,6768.1999999999998,4373319.7000000002,782132.90000000002,33835.5,196371.70000000001,1.1000000000000001,5.0999999999999996,194640.89999999999,14.1,1256.5999999999999,202549.89999999999,99574.300000000003,60703,5.0999999999999996,1058.5999999999999,1.1000000000000001,25887.099999999999,25.699999999999999,0,0,0,0,37986536,12368440,26205746,32286.200000000001,1549.3,25618068,587678,21217280,17014784,259784704,75857920,76382208,259784704,75857920,76382208,259784704,75857920,76382208,259784704,75857920,76382208,259784704,233652224,239775744,259784704,259563520,265699328,259784704,0,0,0,33,33,71456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
