"groupKind","group","operation","caseCount","baselineMedianTotalUs","candidateMedianTotalUs","medianDeltaUs","medianAggregateDeltaPercent","medianWeightedGeometricDeltaPercent","baselineP95TotalUs","candidateP95TotalUs","p95DeltaUs","p95AggregateDeltaPercent","p95WeightedGeometricDeltaPercent"
"tier","large/compressed-material","load","1","33025.6","35775.2","2749.6","8.32566251635095","8.32566251635094","41880.1","44862.8","2982.7","7.12199827603087","7.12199827603086"
"tier","large/compressed-material","export","1","73380.3","73906.5","526.199999999997","0.717086193433383","0.717086193433381","146758","145007.3","-1750.70000000001","-1.19291622943895","-1.19291622943895"
"tier","large/compressed-material","roundtrip","1","108153.8","110609.7","2455.89999999999","2.27074776845566","2.27074776845566","166076.2","134907.4","-31168.8","-18.7677704571757","-18.7677704571757"
"tier","large/material-texture","load","1","76727.8","79527.6","2799.8","3.64900335992952","3.64900335992953","95709.7","99886.4","4176.7","4.36392549553493","4.36392549553493"
"tier","large/material-texture","export","1","257942.8","262623","4680.20000000001","1.81443327745532","1.81443327745532","445348.1","371018.6","-74329.5","-16.6902025628941","-16.6902025628941"
"tier","large/material-texture","roundtrip","1","346042.8","342765.2","-3277.59999999998","-0.947166073098465","-0.947166073098471","414230.1","406387.1","-7843","-1.89339210260191","-1.89339210260191"
"tier","large/scene-structure","load","1","1950907.3","1993403.6","42496.3","2.1782839194871","2.17828391948711","2150514.7","2132922.9","-17591.8000000003","-0.818027423853474","-0.818027423853473"
"tier","large/scene-structure","export","1","310472.2","894672.1","584199.9","188.164962917775","188.164962917775","354137.6","967013","612875.4","173.061375013554","173.061375013554"
"tier","large/scene-structure","roundtrip","1","2223146.4","2925352.1","702205.7","31.5861204642214","31.5861204642214","2359942.5","3095595.2","735652.7","31.1724840753535","31.1724840753535"
"tier","medium/geometry-animation","load","1","5170.3","7143.8","1973.5","38.1699321122565","38.1699321122565","7765","10402.1","2637.1","33.9613650998068","33.9613650998068"
"tier","medium/geometry-animation","export","1","4487.3","4970.8","483.5","10.7748534753638","10.7748534753638","7067.6","7388.1","320.5","4.53477842549097","4.53477842549097"
"tier","medium/geometry-animation","roundtrip","1","9698.9","11917.1","2218.2","22.8706348142573","22.8706348142573","13907.7","14407.7","500","3.59513075490556","3.59513075490556"
"tier","medium/material-grid","load","2","14576.2","19717.3","5141.1","35.2705094606276","35.1120288394227","21684","32096.6","10412.6","48.0197380557093","47.9695351431872"
"tier","medium/material-grid","export","2","15399.4","17711.2","2311.8","15.0122732054496","14.4909919596205","19753","24420.8","4667.8","23.6308408849289","23.3949796339693"
"tier","medium/material-grid","roundtrip","2","29725.1","37658.6","7933.5","26.6895653841366","26.2437019335168","40782.8","51592","10809.2","26.5043106407603","25.4662243279396"
"tier","medium/material-scene","load","1","4066.4","6478.1","2411.7","59.3079874090104","59.3079874090104","5773","9178.6","3405.6","58.9918586523471","58.9918586523471"
"tier","medium/material-scene","export","1","3838.2","4092.8","254.6","6.63331770100569","6.63331770100568","5546.4","6159.5","613.1","11.054017020049","11.054017020049"
"tier","medium/material-scene","roundtrip","1","7836.8","10448","2611.2","33.3197223356472","33.3197223356472","11505.9","14731.6","3225.7","28.0351819501299","28.0351819501299"
"tier","medium/material-texture","load","1","20108.3","22700.4","2592.1","12.8906968764142","12.8906968764142","27408.1","30772.8","3364.7","12.2762978827427","12.2762978827427"
"tier","medium/material-texture","export","1","49158.2","48770.2","-388","-0.789288460521337","-0.789288460521342","120105.6","115009.2","-5096.40000000001","-4.24326592598514","-4.24326592598514"
"tier","medium/material-texture","roundtrip","1","70021","71388.8","1367.8","1.95341397580726","1.95341397580726","150198.8","150060.6","-138.199999999983","-0.0920113875743232","-0.09201138757432"
"tier","medium/texture-heavy","load","2","38199.4","43160.5","4961.1","12.9873767650801","12.9821942497093","55242.8","59446.9","4204.09999999999","7.61022250863459","6.68152003952389"
"tier","medium/texture-heavy","export","2","54978.9","54743.2","-235.700000000004","-0.428709923261477","-0.430628233158958","120201.1","121924.2","1723.09999999999","1.43351433555932","1.43325616268219"
"tier","medium/texture-heavy","roundtrip","2","94733.4","98261.3","3527.89999999998","3.7240297508587","3.69201464721931","185922.5","185242.5","-680","-0.365743791095752","-0.366470445860345"
"tier","small/core","load","2","6012.1","10540.3","4528.2","75.3181084812295","75.2880796916576","9025","16430.5","7405.5","82.0554016620499","81.9393773271946"
"tier","small/core","export","2","1464.9","1589.1","124.2","8.47839442965389","8.38855783215133","1965.8","2071.2","105.4","5.36168481025536","5.32067936985317"
"tier","small/core","roundtrip","2","7396.5","12047.6","4651.1","62.8824443993781","62.8684317053715","10565.6","17290","6724.4","63.6442795487242","63.2563814652119"
"tier","small/material-grid","load","2","8046.1","13326.5","5280.4","65.6268254185257","65.6116747064027","11613.5","20239.5","8626","74.2756275024756","74.2578857149755"
"tier","small/material-grid","export","2","2919.4","3654.5","735.1","25.1798314722203","25.1703647281645","4345.8","5361.7","1015.9","23.3765934925675","22.513855991905"
"tier","small/material-grid","roundtrip","2","11111.5","17141.1","6029.6","54.264500742474","54.2030191062685","15577.5","24344.9","8767.4","56.2824586743701","56.1577874660087"
"tier","small/metadata","load","1","2994.4","5360.1","2365.7","79.0041410633182","79.0041410633182","4479.5","7842.3","3362.8","75.0708784462552","75.0708784462552"
"tier","small/metadata","export","1","1405.1","1466.6","61.5","4.37691267525443","4.37691267525444","2091.9","1990.7","-101.2","-4.83770734738754","-4.83770734738754"
"tier","small/metadata","roundtrip","1","4322.6","6760.1","2437.5","56.3896728820617","56.3896728820617","5999.8","10800.3","4800.5","80.0110003666789","80.0110003666789"
"tier","small/scene-instancing","load","1","2937.4","5301.4","2364","80.4793354667393","80.4793354667393","4867.7","8122.7","3255","66.8693633543563","66.8693633543563"
"tier","small/scene-instancing","export","1","665.2","743.6","78.4","11.7859290438966","11.7859290438966","940.9","977.5","36.6","3.88989265596769","3.88989265596769"
"tier","small/scene-instancing","roundtrip","1","3684.5","5890.3","2205.8","59.867010449179","59.867010449179","5981.8","7599.7","1617.9","27.0470426961784","27.0470426961784"
"extension-coverage","core-only","load","5","49381.8","60844.6","11462.8","23.212600593741","21.7260605732251","72032.8","86279.5","14246.7","19.7780733221532","16.8951104506761"
"extension-coverage","core-only","export","5","60931.1","61303.1","371.999999999993","0.610525659310258","0.559433201432258","129234.5","131383.5","2148.99999999999","1.66286866123209","1.6586082804499"
"extension-coverage","core-only","roundtrip","5","111828.8","122226","10397.2","9.29742606555734","8.41947432800767","210395.8","216940.2","6544.39999999999","3.11051836586091","2.39878729474718"
"extension-coverage","mixed-typed-raw","load","2","37092","42253.3","5161.3","13.9148603472447","13.004327860663","47653.1","54041.4","6388.3","13.4058434813265","12.371145961579"
"extension-coverage","mixed-typed-raw","export","2","77218.5","77999.3","780.800000000003","1.01115665287464","1.00324940454453","152304.4","151166.8","-1137.60000000001","-0.746925236565724","-0.771578564908604"
"extension-coverage","mixed-typed-raw","roundtrip","2","115990.6","121057.7","5067.09999999999","4.36854365784813","4.11923342252878","177582.1","149639","-27943.1","-15.735313412782","-16.3374043274987"
"extension-coverage","raw-only","load","4","1977501.8","2027336.9","49835.1000000001","2.52010390079039","2.45892551955731","2187654.5","2180547.7","-7106.80000000028","-0.324859341363103","-0.417269139901333"
"extension-coverage","raw-only","export","4","361756.8","945831.3","584074.5","161.455016187671","147.911985627289","477255.6","1085421.8","608166.2","127.429871959596","108.564846460162"
"extension-coverage","raw-only","roundtrip","4","2301790.2","3010371.4","708581.2","30.7839176654762","30.6584695385716","2522430.5","3265810.8","743380.3","29.4707941408098","29.2007380926687"
"extension-coverage","typed-only","load","5","98795.7","112000","13204.3","13.3652577996816","11.9070980776219","128622.7","151335.5","22712.8","17.6584693059623","15.641937494495"
"extension-coverage","typed-only","export","5","276205.5","283809.9","7604.39999999997","2.75316747856214","2.66865555291937","469467.3","400369.7","-69097.6","-14.7182988037719","-15.0626267056798"
"extension-coverage","typed-only","roundtrip","5","386263.7","396584.8","10321.1","2.67203467475716","2.13506722689614","470282.8","480569","10286.2000000001","2.18723712625681","1.54533865860178"
"extension","EXT_mesh_gpu_instancing","load","1","2937.4","5301.4","2364","80.4793354667393","80.4793354667393","4867.7","8122.7","3255","66.8693633543563","66.8693633543563"
"extension","EXT_mesh_gpu_instancing","export","1","665.2","743.6","78.4","11.7859290438966","11.7859290438966","940.9","977.5","36.6","3.88989265596769","3.88989265596769"
"extension","EXT_mesh_gpu_instancing","roundtrip","1","3684.5","5890.3","2205.8","59.867010449179","59.867010449179","5981.8","7599.7","1617.9","27.0470426961784","27.0470426961784"
"extension","KHR_draco_mesh_compression","load","1","33025.6","35775.2","2749.6","8.32566251635095","8.32566251635094","41880.1","44862.8","2982.7","7.12199827603087","7.12199827603086"
"extension","KHR_draco_mesh_compression","export","1","73380.3","73906.5","526.199999999997","0.717086193433383","0.717086193433381","146758","145007.3","-1750.70000000001","-1.19291622943895","-1.19291622943895"
"extension","KHR_draco_mesh_compression","roundtrip","1","108153.8","110609.7","2455.89999999999","2.27074776845566","2.27074776845566","166076.2","134907.4","-31168.8","-18.7677704571757","-18.7677704571757"
"extension","KHR_lights_punctual","load","2","1954973.7","1999881.7","44908.0000000002","2.29711530134652","2.2727180331255","2156287.7","2142101.5","-14186.2000000002","-0.657899221889555","-0.692641457171472"
"extension","KHR_lights_punctual","export","2","314310.4","898764.9","584454.5","185.948190069435","184.687817737516","359684","973172.5","613488.5","170.563188799057","169.299284093997"
"extension","KHR_lights_punctual","roundtrip","2","2230983.2","2935800.1","704816.9","31.592210107185","31.5921704806724","2371448.4","3110326.8","738878.4","31.1572623718062","31.1570782893632"
"extension","KHR_materials_clearcoat","load","1","6553.9","9341.7","2787.8","42.5365049817666","42.5365049817666","10094.3","15359","5264.7","52.1551766838711","52.1551766838711"
"extension","KHR_materials_clearcoat","export","1","3282","4495.5","1213.5","36.9744058500914","36.9744058500914","4375.5","6053","1677.5","38.3384756027883","38.3384756027883"
"extension","KHR_materials_clearcoat","roundtrip","1","9711.4","13814.6","4103.2","42.2513746730647","42.2513746730647","14996.3","22226.4","7230.1","48.2125590979108","48.2125590979108"
"extension","KHR_materials_emissive_strength","load","1","3491.8","5872.8","2381","68.1883269373962","68.1883269373962","5252.2","9009.7","3757.5","71.5414492974373","71.5414492974373"
"extension","KHR_materials_emissive_strength","export","1","721.3","922.4","201.1","27.880216276168","27.880216276168","920.5","1408.9","488.4","53.0581205866377","53.0581205866377"
"extension","KHR_materials_emissive_strength","roundtrip","1","4300.2","6870.4","2570.2","59.7693130552067","59.7693130552067","6289.4","9354.7","3065.3","48.7375584316469","48.7375584316469"
"extension","KHR_materials_ior","load","1","4066.4","6478.1","2411.7","59.3079874090104","59.3079874090104","5773","9178.6","3405.6","58.9918586523471","58.9918586523471"
"extension","KHR_materials_ior","export","1","3838.2","4092.8","254.6","6.63331770100569","6.63331770100568","5546.4","6159.5","613.1","11.054017020049","11.054017020049"
"extension","KHR_materials_ior","roundtrip","1","7836.8","10448","2611.2","33.3197223356472","33.3197223356472","11505.9","14731.6","3225.7","28.0351819501299","28.0351819501299"
"extension","KHR_materials_iridescence","load","1","4066.4","6478.1","2411.7","59.3079874090104","59.3079874090104","5773","9178.6","3405.6","58.9918586523471","58.9918586523471"
"extension","KHR_materials_iridescence","export","1","3838.2","4092.8","254.6","6.63331770100569","6.63331770100568","5546.4","6159.5","613.1","11.054017020049","11.054017020049"
"extension","KHR_materials_iridescence","roundtrip","1","7836.8","10448","2611.2","33.3197223356472","33.3197223356472","11505.9","14731.6","3225.7","28.0351819501299","28.0351819501299"
"extension","KHR_materials_sheen","load","1","8022.3","10375.6","2353.3","29.3344801366192","29.3344801366192","11589.7","16737.6","5147.9","44.4178882973675","44.4178882973675"
"extension","KHR_materials_sheen","export","1","12117.4","13215.7","1098.3","9.06382557314276","9.06382557314276","15377.5","18367.8","2990.3","19.4459437489839","19.4459437489839"
"extension","KHR_materials_sheen","roundtrip","1","20013.7","23844","3830.3","19.1383902027111","19.1383902027111","25786.5","29365.6","3579.1","13.8797432765207","13.8797432765207"
"extension","KHR_materials_specular","load","1","4554.3","7453.7","2899.4","63.6629119732999","63.6629119732999","6361.3","11229.8","4868.5","76.5330985804788","76.5330985804788"
"extension","KHR_materials_specular","export","1","2198.1","2732.1","534","24.2937082025386","24.2937082025386","3425.3","3952.8","527.5","15.4001109391878","15.4001109391878"
"extension","KHR_materials_specular","roundtrip","1","6811.3","10270.7","3459.4","50.7891298283734","50.7891298283734","9288.1","14990.2","5702.1","61.3914578869737","61.3914578869737"
"extension","KHR_materials_transmission","load","3","113819.8","121780.9","7961.10000000002","6.99447723506808","6.6094056996435","143362.8","153927.8","10565","7.36941521789476","6.96008867688869"
"extension","KHR_materials_transmission","export","3","335161.3","340622.3","5461","1.62936472677484","1.62696727602578","597652.5","522185.4","-75467.1","-12.6272541317906","-12.8939227833601"
"extension","KHR_materials_transmission","roundtrip","3","462033.4","463822.9","1789.50000000006","0.387309662028775","0.30106201392941","591812.2","556026.1","-35786.1000000001","-6.04686757048944","-6.4715601875914"
"extension","KHR_materials_unlit","load","1","6553.9","9341.7","2787.8","42.5365049817666","42.5365049817666","10094.3","15359","5264.7","52.1551766838711","52.1551766838711"
"extension","KHR_materials_unlit","export","1","3282","4495.5","1213.5","36.9744058500914","36.9744058500914","4375.5","6053","1677.5","38.3384756027883","38.3384756027883"
"extension","KHR_materials_unlit","roundtrip","1","9711.4","13814.6","4103.2","42.2513746730647","42.2513746730647","14996.3","22226.4","7230.1","48.2125590979108","48.2125590979108"
"extension","KHR_materials_variants","load","1","20108.3","22700.4","2592.1","12.8906968764142","12.8906968764142","27408.1","30772.8","3364.7","12.2762978827427","12.2762978827427"
"extension","KHR_materials_variants","export","1","49158.2","48770.2","-388","-0.789288460521337","-0.789288460521342","120105.6","115009.2","-5096.40000000001","-4.24326592598514","-4.24326592598514"
"extension","KHR_materials_variants","roundtrip","1","70021","71388.8","1367.8","1.95341397580726","1.95341397580726","150198.8","150060.6","-138.199999999983","-0.0920113875743232","-0.09201138757432"
"extension","KHR_materials_volume","load","3","113819.8","121780.9","7961.10000000002","6.99447723506808","6.6094056996435","143362.8","153927.8","10565","7.36941521789476","6.96008867688869"
"extension","KHR_materials_volume","export","3","335161.3","340622.3","5461","1.62936472677484","1.62696727602578","597652.5","522185.4","-75467.1","-12.6272541317906","-12.8939227833601"
"extension","KHR_materials_volume","roundtrip","3","462033.4","463822.9","1789.50000000006","0.387309662028775","0.30106201392941","591812.2","556026.1","-35786.1000000001","-6.04686757048944","-6.4715601875914"
"extension","KHR_texture_basisu","load","1","33025.6","35775.2","2749.6","8.32566251635095","8.32566251635094","41880.1","44862.8","2982.7","7.12199827603087","7.12199827603086"
"extension","KHR_texture_basisu","export","1","73380.3","73906.5","526.199999999997","0.717086193433383","0.717086193433381","146758","145007.3","-1750.70000000001","-1.19291622943895","-1.19291622943895"
"extension","KHR_texture_basisu","roundtrip","1","108153.8","110609.7","2455.89999999999","2.27074776845566","2.27074776845566","166076.2","134907.4","-31168.8","-18.7677704571757","-18.7677704571757"
"extension","KHR_texture_transform","load","1","6553.9","9341.7","2787.8","42.5365049817666","42.5365049817666","10094.3","15359","5264.7","52.1551766838711","52.1551766838711"
"extension","KHR_texture_transform","export","1","3282","4495.5","1213.5","36.9744058500914","36.9744058500914","4375.5","6053","1677.5","38.3384756027883","38.3384756027883"
"extension","KHR_texture_transform","roundtrip","1","9711.4","13814.6","4103.2","42.2513746730647","42.2513746730647","14996.3","22226.4","7230.1","48.2125590979108","48.2125590979108"
"extension","KHR_xmp_json_ld","load","1","2994.4","5360.1","2365.7","79.0041410633182","79.0041410633182","4479.5","7842.3","3362.8","75.0708784462552","75.0708784462552"
"extension","KHR_xmp_json_ld","export","1","1405.1","1466.6","61.5","4.37691267525443","4.37691267525444","2091.9","1990.7","-101.2","-4.83770734738754","-4.83770734738754"
"extension","KHR_xmp_json_ld","roundtrip","1","4322.6","6760.1","2437.5","56.3896728820617","56.3896728820617","5999.8","10800.3","4800.5","80.0110003666789","80.0110003666789"
