"implementation","source_commit","case_id","asset","format","operation","tier","complexity_class","sample_class","configured_samples","extension_coverage","extensions_used","sample","order_seed","branch_order_position","elapsed_us","input_bytes","output_bytes","output_file_count","output_set_sha256","semantic_status","process_peak_working_set_bytes"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Avocado-gltf","Avocado","gltf","export","medium/texture-heavy","medium","standard","100","core-only","","1","1001","1","5373.8","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","EmissiveStrengthTest-glb","EmissiveStrengthTest","glb","export","small/material-grid","small","standard","100","raw-only","KHR_materials_emissive_strength","1","1001","1","816","10668","10908","1","5180108EE16C435C6629C9D1367FFB88E2912BB31020A312AA46F5A1DABE1A33","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","XmpMetadataRoundedCube-glb","XmpMetadataRoundedCube","glb","roundtrip","small/metadata","small","standard","100","raw-only","KHR_xmp_json_ld","1","1001","1","5218.5","105936","105908","1","CE8E72E4F045900D251EAC61D064692053D71B18EDA4CDFF98E757D6EE937988","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","EmissiveStrengthTest-glb","EmissiveStrengthTest","glb","roundtrip","small/material-grid","small","standard","100","raw-only","KHR_materials_emissive_strength","1","1001","1","4402.9","10668","10908","1","5180108EE16C435C6629C9D1367FFB88E2912BB31020A312AA46F5A1DABE1A33","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","SheenTestGrid-glb","SheenTestGrid","glb","export","medium/material-grid","medium","standard","100","typed-only","KHR_materials_sheen","1","1001","1","14051","1841064","1840956","1","8D1FF3E6C825A90C141101B129A3179D67CF43EE893D4EE82AB7A92C638642EE","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","ABeautifulGame-glb","ABeautifulGame","glb","export","large/material-texture","large","large","30","typed-only","KHR_materials_transmission;KHR_materials_volume","1","1001","1","296822.8","42977928","42978040","1","FFCE58EE009EE70F083582E9EA96434C475B839E61039C19CE4B8C4CC5DFFC4E","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","MaterialsVariantsShoe-glb","MaterialsVariantsShoe","glb","load","medium/material-texture","medium","standard","100","raw-only","KHR_materials_variants","1","1001","1","20273.5","7833592","0","0","","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","SimpleInstancing-glb","SimpleInstancing","glb","load","small/scene-instancing","small","standard","100","typed-only","EXT_mesh_gpu_instancing","1","1001","1","2782.6","7356","0","0","","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Box-gltf","Box","gltf","roundtrip","small/core","small","standard","100","core-only","","1","1001","1","3688.8","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Avocado-glb","Avocado","glb","roundtrip","medium/texture-heavy","medium","standard","100","core-only","","1","1001","1","67269.9","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","TextureTransformMultiTest-glb","TextureTransformMultiTest","glb","roundtrip","medium/material-grid","medium","standard","100","typed-only","KHR_materials_clearcoat;KHR_materials_unlit;KHR_texture_transform","1","1001","1","9101.2","388264","387988","1","532223B27BEDB8F932730FC36EBA7161A4950C39574DF0C09BCEEB08B3D36098","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","XmpMetadataRoundedCube-glb","XmpMetadataRoundedCube","glb","load","small/metadata","small","standard","100","raw-only","KHR_xmp_json_ld","1","1001","1","2921.9","105936","0","0","","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","XmpMetadataRoundedCube-glb","XmpMetadataRoundedCube","glb","export","small/metadata","small","standard","100","raw-only","KHR_xmp_json_ld","1","1001","1","1396.6","105936","105908","1","CE8E72E4F045900D251EAC61D064692053D71B18EDA4CDFF98E757D6EE937988","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","ABeautifulGame-glb","ABeautifulGame","glb","roundtrip","large/material-texture","large","large","30","typed-only","KHR_materials_transmission;KHR_materials_volume","1","1001","1","333187.3","42977928","42978040","1","FFCE58EE009EE70F083582E9EA96434C475B839E61039C19CE4B8C4CC5DFFC4E","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","MaterialsVariantsShoe-glb","MaterialsVariantsShoe","glb","roundtrip","medium/material-texture","medium","standard","100","raw-only","KHR_materials_variants","1","1001","1","64490","7833592","7832868","1","980911BAC4FE6B9B1DB899713A70DD54C56C4617D29BA388E30317A7713F5D5F","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","ABeautifulGame-glb","ABeautifulGame","glb","load","large/material-texture","large","large","30","typed-only","KHR_materials_transmission;KHR_materials_volume","1","1001","1","82461.3","42977928","0","0","","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","ABeautifulGame-draco-glb","ABeautifulGame","glb","export","large/compressed-material","large","large","30","mixed-typed-raw","KHR_draco_mesh_compression;KHR_materials_transmission;KHR_materials_volume;KHR_texture_basisu","1","1001","1","71889.3","12105252","12105120","1","0D0A4B9696AF57CC8BC549D12BAD098041B7A876BEF57E889250FC060FB04A83","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Box-glb","Box","glb","load","small/core","small","standard","100","core-only","","1","1001","1","2655.1","1664","0","0","","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","NodePerformanceTest-glb","NodePerformanceTest","glb","export","large/scene-structure","large","large","30","raw-only","KHR_lights_punctual","1","1001","1","302413.7","37986536","38031536","1","C2DB67A10C8FE71FAA30C0815323CAD591985B7C24B412AB59D2AC6ACEFB3726","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","SheenTestGrid-glb","SheenTestGrid","glb","load","medium/material-grid","medium","standard","100","typed-only","KHR_materials_sheen","1","1001","1","8142","1841064","0","0","","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","IridescenceSuzanne-glb","IridescenceSuzanne","glb","load","medium/material-scene","medium","standard","100","mixed-typed-raw","KHR_lights_punctual;KHR_materials_ior;KHR_materials_iridescence;KHR_materials_transmission;KHR_materials_volume","1","1001","1","4066.4","507608","0","0","","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Avocado-gltf","Avocado","gltf","roundtrip","medium/texture-heavy","medium","standard","100","core-only","","1","1001","1","21576.9","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","SheenTestGrid-glb","SheenTestGrid","glb","roundtrip","medium/material-grid","medium","standard","100","typed-only","KHR_materials_sheen","1","1001","1","19507.6","1841064","1840956","1","8D1FF3E6C825A90C141101B129A3179D67CF43EE893D4EE82AB7A92C638642EE","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","SpecularTest-glb","SpecularTest","glb","load","small/material-grid","small","standard","100","typed-only","KHR_materials_specular","1","1001","1","4117.6","223376","0","0","","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","MorphStressTest-glb","MorphStressTest","glb","roundtrip","medium/geometry-animation","medium","standard","100","core-only","","1","1001","1","9086.1","575900","576088","1","CDA1351EF0C8C769370AC8A8864AA69ED8954A545B4C2DEC8E93582523D8B9AE","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Box-gltf","Box","gltf","load","small/core","small","standard","100","core-only","","1","1001","1","2903.1","3546","0","0","","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","IridescenceSuzanne-glb","IridescenceSuzanne","glb","roundtrip","medium/material-scene","medium","standard","100","mixed-typed-raw","KHR_lights_punctual;KHR_materials_ior;KHR_materials_iridescence;KHR_materials_transmission;KHR_materials_volume","1","1001","1","7297.4","507608","507344","1","C9E0F75BA61F3D8DEFDCED783E5AE753F67AFA01BD8464ED2EE81C710DA9F889","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Avocado-gltf","Avocado","gltf","load","medium/texture-heavy","medium","standard","100","core-only","","1","1001","1","17197.2","8110895","0","0","","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","TextureTransformMultiTest-glb","TextureTransformMultiTest","glb","export","medium/material-grid","medium","standard","100","typed-only","KHR_materials_clearcoat;KHR_materials_unlit;KHR_texture_transform","1","1001","1","3418.4","388264","387988","1","532223B27BEDB8F932730FC36EBA7161A4950C39574DF0C09BCEEB08B3D36098","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","NodePerformanceTest-glb","NodePerformanceTest","glb","roundtrip","large/scene-structure","large","large","30","raw-only","KHR_lights_punctual","1","1001","1","2158468.3","37986536","38031536","1","C2DB67A10C8FE71FAA30C0815323CAD591985B7C24B412AB59D2AC6ACEFB3726","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Box-glb","Box","glb","export","small/core","small","standard","100","core-only","","1","1001","1","560.2","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","MorphStressTest-glb","MorphStressTest","glb","export","medium/geometry-animation","medium","standard","100","core-only","","1","1001","1","4057.5","575900","576088","1","CDA1351EF0C8C769370AC8A8864AA69ED8954A545B4C2DEC8E93582523D8B9AE","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","SpecularTest-glb","SpecularTest","glb","export","small/material-grid","small","standard","100","typed-only","KHR_materials_specular","1","1001","1","2097.5","223376","224024","1","5DBC109D119548279158BF08048F87D3E025FD2D293EA89D89FC3FF80A42FBC6","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","SpecularTest-glb","SpecularTest","glb","roundtrip","small/material-grid","small","standard","100","typed-only","KHR_materials_specular","1","1001","1","6179.4","223376","224024","1","5DBC109D119548279158BF08048F87D3E025FD2D293EA89D89FC3FF80A42FBC6","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","EmissiveStrengthTest-glb","EmissiveStrengthTest","glb","load","small/material-grid","small","standard","100","raw-only","KHR_materials_emissive_strength","1","1001","1","2887.7","10668","0","0","","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Box-glb","Box","glb","roundtrip","small/core","small","standard","100","core-only","","1","1001","1","3188.5","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Box-gltf","Box","gltf","export","small/core","small","standard","100","core-only","","1","1001","1","817.2","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","TextureTransformMultiTest-glb","TextureTransformMultiTest","glb","load","medium/material-grid","medium","standard","100","typed-only","KHR_materials_clearcoat;KHR_materials_unlit;KHR_texture_transform","1","1001","1","5579.9","388264","0","0","","ok","420831232"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","SheenTestGrid-glb","SheenTestGrid","glb","export","medium/material-grid","medium","standard","100","typed-only","KHR_materials_sheen","2","1002","2","12863.5","1841064","1840956","1","8D1FF3E6C825A90C141101B129A3179D67CF43EE893D4EE82AB7A92C638642EE","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","MaterialsVariantsShoe-glb","MaterialsVariantsShoe","glb","export","medium/material-texture","medium","standard","100","raw-only","KHR_materials_variants","2","1002","2","45753.6","7833592","7832868","1","980911BAC4FE6B9B1DB899713A70DD54C56C4617D29BA388E30317A7713F5D5F","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","ABeautifulGame-draco-glb","ABeautifulGame","glb","load","large/compressed-material","large","large","30","mixed-typed-raw","KHR_draco_mesh_compression;KHR_materials_transmission;KHR_materials_volume;KHR_texture_basisu","2","1002","2","33204.7","12105252","0","0","","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","MorphStressTest-glb","MorphStressTest","glb","load","medium/geometry-animation","medium","standard","100","core-only","","2","1002","2","5150.7","575900","0","0","","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","XmpMetadataRoundedCube-glb","XmpMetadataRoundedCube","glb","roundtrip","small/metadata","small","standard","100","raw-only","KHR_xmp_json_ld","2","1002","2","4204","105936","105908","1","CE8E72E4F045900D251EAC61D064692053D71B18EDA4CDFF98E757D6EE937988","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","SimpleInstancing-glb","SimpleInstancing","glb","export","small/scene-instancing","small","standard","100","typed-only","EXT_mesh_gpu_instancing","2","1002","2","796.1","7356","7288","1","984EA3F81A9E9B0675E6E5049ABF173A321FE27DE96A63BFC95B0D254CEE89D1","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","SheenTestGrid-glb","SheenTestGrid","glb","roundtrip","medium/material-grid","medium","standard","100","typed-only","KHR_materials_sheen","2","1002","2","21408.6","1841064","1840956","1","8D1FF3E6C825A90C141101B129A3179D67CF43EE893D4EE82AB7A92C638642EE","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Box-glb","Box","glb","roundtrip","small/core","small","standard","100","core-only","","2","1002","2","3532.7","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","SpecularTest-glb","SpecularTest","glb","load","small/material-grid","small","standard","100","typed-only","KHR_materials_specular","2","1002","2","4818.5","223376","0","0","","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","SpecularTest-glb","SpecularTest","glb","export","small/material-grid","small","standard","100","typed-only","KHR_materials_specular","2","1002","2","2832.8","223376","224024","1","5DBC109D119548279158BF08048F87D3E025FD2D293EA89D89FC3FF80A42FBC6","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Avocado-gltf","Avocado","gltf","export","medium/texture-heavy","medium","standard","100","core-only","","2","1002","2","7443.7","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","EmissiveStrengthTest-glb","EmissiveStrengthTest","glb","roundtrip","small/material-grid","small","standard","100","raw-only","KHR_materials_emissive_strength","2","1002","2","5056.9","10668","10908","1","5180108EE16C435C6629C9D1367FFB88E2912BB31020A312AA46F5A1DABE1A33","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Box-glb","Box","glb","load","small/core","small","standard","100","core-only","","2","1002","2","3176.1","1664","0","0","","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Avocado-gltf","Avocado","gltf","load","medium/texture-heavy","medium","standard","100","core-only","","2","1002","2","80061.7","8110895","0","0","","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Avocado-glb","Avocado","glb","export","medium/texture-heavy","medium","standard","100","core-only","","2","1002","2","125107.8","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Box-gltf","Box","gltf","load","small/core","small","standard","100","core-only","","2","1002","2","3409.9","3546","0","0","","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","ABeautifulGame-draco-glb","ABeautifulGame","glb","export","large/compressed-material","large","large","30","mixed-typed-raw","KHR_draco_mesh_compression;KHR_materials_transmission;KHR_materials_volume;KHR_texture_basisu","2","1002","2","73671.1","12105252","12105120","1","0D0A4B9696AF57CC8BC549D12BAD098041B7A876BEF57E889250FC060FB04A83","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Avocado-glb","Avocado","glb","roundtrip","medium/texture-heavy","medium","standard","100","core-only","","2","1002","2","66618.1","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","EmissiveStrengthTest-glb","EmissiveStrengthTest","glb","export","small/material-grid","small","standard","100","raw-only","KHR_materials_emissive_strength","2","1002","2","745.8","10668","10908","1","5180108EE16C435C6629C9D1367FFB88E2912BB31020A312AA46F5A1DABE1A33","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","EmissiveStrengthTest-glb","EmissiveStrengthTest","glb","load","small/material-grid","small","standard","100","raw-only","KHR_materials_emissive_strength","2","1002","2","3510.9","10668","0","0","","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Box-glb","Box","glb","export","small/core","small","standard","100","core-only","","2","1002","2","570.3","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","IridescenceSuzanne-glb","IridescenceSuzanne","glb","load","medium/material-scene","medium","standard","100","mixed-typed-raw","KHR_lights_punctual;KHR_materials_ior;KHR_materials_iridescence;KHR_materials_transmission;KHR_materials_volume","2","1002","2","3898.6","507608","0","0","","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","NodePerformanceTest-glb","NodePerformanceTest","glb","roundtrip","large/scene-structure","large","large","30","raw-only","KHR_lights_punctual","2","1002","2","2300241.6","37986536","38031536","1","C2DB67A10C8FE71FAA30C0815323CAD591985B7C24B412AB59D2AC6ACEFB3726","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","SimpleInstancing-glb","SimpleInstancing","glb","load","small/scene-instancing","small","standard","100","typed-only","EXT_mesh_gpu_instancing","2","1002","2","2996.9","7356","0","0","","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","MaterialsVariantsShoe-glb","MaterialsVariantsShoe","glb","load","medium/material-texture","medium","standard","100","raw-only","KHR_materials_variants","2","1002","2","20114.3","7833592","0","0","","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","SheenTestGrid-glb","SheenTestGrid","glb","load","medium/material-grid","medium","standard","100","typed-only","KHR_materials_sheen","2","1002","2","7877.2","1841064","0","0","","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","MorphStressTest-glb","MorphStressTest","glb","roundtrip","medium/geometry-animation","medium","standard","100","core-only","","2","1002","2","11523.6","575900","576088","1","CDA1351EF0C8C769370AC8A8864AA69ED8954A545B4C2DEC8E93582523D8B9AE","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","MorphStressTest-glb","MorphStressTest","glb","export","medium/geometry-animation","medium","standard","100","core-only","","2","1002","2","4096.7","575900","576088","1","CDA1351EF0C8C769370AC8A8864AA69ED8954A545B4C2DEC8E93582523D8B9AE","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Box-gltf","Box","gltf","export","small/core","small","standard","100","core-only","","2","1002","2","1082.5","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","ABeautifulGame-glb","ABeautifulGame","glb","roundtrip","large/material-texture","large","large","30","typed-only","KHR_materials_transmission;KHR_materials_volume","2","1002","2","342474.2","42977928","42978040","1","FFCE58EE009EE70F083582E9EA96434C475B839E61039C19CE4B8C4CC5DFFC4E","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Box-gltf","Box","gltf","roundtrip","small/core","small","standard","100","core-only","","2","1002","2","3665.3","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Avocado-glb","Avocado","glb","load","medium/texture-heavy","medium","standard","100","core-only","","2","1002","2","19896.6","8110040","0","0","","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","IridescenceSuzanne-glb","IridescenceSuzanne","glb","export","medium/material-scene","medium","standard","100","mixed-typed-raw","KHR_lights_punctual;KHR_materials_ior;KHR_materials_iridescence;KHR_materials_transmission;KHR_materials_volume","2","1002","2","3892.1","507608","507344","1","C9E0F75BA61F3D8DEFDCED783E5AE753F67AFA01BD8464ED2EE81C710DA9F889","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","NodePerformanceTest-glb","NodePerformanceTest","glb","export","large/scene-structure","large","large","30","raw-only","KHR_lights_punctual","2","1002","2","320741.5","37986536","38031536","1","C2DB67A10C8FE71FAA30C0815323CAD591985B7C24B412AB59D2AC6ACEFB3726","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","IridescenceSuzanne-glb","IridescenceSuzanne","glb","roundtrip","medium/material-scene","medium","standard","100","mixed-typed-raw","KHR_lights_punctual;KHR_materials_ior;KHR_materials_iridescence;KHR_materials_transmission;KHR_materials_volume","2","1002","2","8270.3","507608","507344","1","C9E0F75BA61F3D8DEFDCED783E5AE753F67AFA01BD8464ED2EE81C710DA9F889","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","Avocado-gltf","Avocado","gltf","roundtrip","medium/texture-heavy","medium","standard","100","core-only","","2","1002","2","25344.2","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","ABeautifulGame-glb","ABeautifulGame","glb","load","large/material-texture","large","large","30","typed-only","KHR_materials_transmission;KHR_materials_volume","2","1002","2","86479.7","42977928","0","0","","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","MaterialsVariantsShoe-glb","MaterialsVariantsShoe","glb","roundtrip","medium/material-texture","medium","standard","100","raw-only","KHR_materials_variants","2","1002","2","65956.8","7833592","7832868","1","980911BAC4FE6B9B1DB899713A70DD54C56C4617D29BA388E30317A7713F5D5F","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","ABeautifulGame-draco-glb","ABeautifulGame","glb","roundtrip","large/compressed-material","large","large","30","mixed-typed-raw","KHR_draco_mesh_compression;KHR_materials_transmission;KHR_materials_volume;KHR_texture_basisu","2","1002","2","102484.7","12105252","12105120","1","0D0A4B9696AF57CC8BC549D12BAD098041B7A876BEF57E889250FC060FB04A83","ok","398331904"
"rapidjson-1.9.5","743b7ecd749a53e8d848db56839752a65205e915","XmpMetadataRoundedCube-glb","XmpMetadataRoundedCube","glb","load","small/metadata","small","standard","100","raw-only","KHR_xmp_json_ld","2","1002","2","2862.8","105936","0","0","","ok","398331904"
