"phase","cycle","order_seed","order_position","implementation","started_utc","completed_utc","duration_ms","peak_working_set_bytes","active_case_count","large_case_count","cohort","exit_code"
"measured","77","1077","1","rapidjson-1.9.5","2026-09-03T13:38:50.7241915Z","2026-09-03T13:38:51.9566515Z","1232.46","38248448","13","0","standard-only","0"
"measured","77","1077","2","nlohmann-2.0.0","2026-09-03T13:38:52.5018552Z","2026-09-03T13:38:53.9422675Z","1440.412","38621184","13","0","standard-only","0"
"measured","78","1078","1","nlohmann-2.0.0","2026-09-03T13:38:54.8782868Z","2026-09-03T13:38:56.3365872Z","1458.3","42872832","13","0","standard-only","0"
"measured","78","1078","2","rapidjson-1.9.5","2026-09-03T13:38:56.8431661Z","2026-09-03T13:38:58.0780275Z","1234.861","42520576","13","0","standard-only","0"
"measured","79","1079","1","rapidjson-1.9.5","2026-09-03T13:38:58.6155004Z","2026-09-03T13:38:59.8752780Z","1259.778","42455040","13","0","standard-only","0"
"measured","79","1079","2","nlohmann-2.0.0","2026-09-03T13:39:00.4159240Z","2026-09-03T13:39:01.8495957Z","1433.672","42856448","13","0","standard-only","0"
"measured","80","1080","1","nlohmann-2.0.0","2026-09-03T13:39:02.3676992Z","2026-09-03T13:39:03.7698318Z","1402.133","42921984","13","0","standard-only","0"
"measured","80","1080","2","rapidjson-1.9.5","2026-09-03T13:39:04.2665561Z","2026-09-03T13:39:05.5404426Z","1273.886","42487808","13","0","standard-only","0"
"measured","81","1081","1","rapidjson-1.9.5","2026-09-03T13:39:06.1567171Z","2026-09-03T13:39:07.3721731Z","1215.456","43163648","13","0","standard-only","0"
"measured","81","1081","2","nlohmann-2.0.0","2026-09-03T13:39:07.9585434Z","2026-09-03T13:39:09.5143804Z","1555.837","42553344","13","0","standard-only","0"
"measured","82","1082","1","nlohmann-2.0.0","2026-09-03T13:39:10.3067777Z","2026-09-03T13:39:11.7932738Z","1486.496","42885120","13","0","standard-only","0"
"measured","82","1082","2","rapidjson-1.9.5","2026-09-03T13:39:12.6788283Z","2026-09-03T13:39:14.0381917Z","1359.363","42528768","13","0","standard-only","0"
"measured","83","1083","1","rapidjson-1.9.5","2026-09-03T13:39:14.5733900Z","2026-09-03T13:39:15.8225118Z","1249.122","42532864","13","0","standard-only","0"
"measured","83","1083","2","nlohmann-2.0.0","2026-09-03T13:39:16.3483711Z","2026-09-03T13:39:17.8726407Z","1524.27","42921984","13","0","standard-only","0"
"measured","84","1084","1","nlohmann-2.0.0","2026-09-03T13:39:18.4064483Z","2026-09-03T13:39:19.8756800Z","1469.232","42811392","13","0","standard-only","0"
"measured","84","1084","2","rapidjson-1.9.5","2026-09-03T13:39:20.3736925Z","2026-09-03T13:39:21.6010534Z","1227.361","42381312","13","0","standard-only","0"
"measured","85","1085","1","rapidjson-1.9.5","2026-09-03T13:39:22.1748282Z","2026-09-03T13:39:23.4516266Z","1276.798","42463232","13","0","standard-only","0"
"measured","85","1085","2","nlohmann-2.0.0","2026-09-03T13:39:23.9827486Z","2026-09-03T13:39:25.4253072Z","1442.559","42807296","13","0","standard-only","0"
"measured","86","1086","1","nlohmann-2.0.0","2026-09-03T13:39:25.9257099Z","2026-09-03T13:39:27.3664823Z","1440.772","42770432","13","0","standard-only","0"
"measured","86","1086","2","rapidjson-1.9.5","2026-09-03T13:39:28.0998248Z","2026-09-03T13:39:29.3877935Z","1287.969","42319872","13","0","standard-only","0"
"measured","87","1087","1","rapidjson-1.9.5","2026-09-03T13:39:29.9067315Z","2026-09-03T13:39:31.1316950Z","1224.964","42430464","13","0","standard-only","0"
"measured","87","1087","2","nlohmann-2.0.0","2026-09-03T13:39:31.6213254Z","2026-09-03T13:39:33.0533844Z","1432.059","42766336","13","0","standard-only","0"
"measured","88","1088","1","nlohmann-2.0.0","2026-09-03T13:39:33.5508588Z","2026-09-03T13:39:34.9408654Z","1390.007","42950656","13","0","standard-only","0"
"measured","88","1088","2","rapidjson-1.9.5","2026-09-03T13:39:35.4611235Z","2026-09-03T13:39:36.7064370Z","1245.314","42532864","13","0","standard-only","0"
"measured","89","1089","1","rapidjson-1.9.5","2026-09-03T13:39:37.2192246Z","2026-09-03T13:39:38.4796615Z","1260.437","42512384","13","0","standard-only","0"
"measured","89","1089","2","nlohmann-2.0.0","2026-09-03T13:39:38.9954995Z","2026-09-03T13:39:40.5590700Z","1563.57","42893312","13","0","standard-only","0"
"measured","90","1090","1","nlohmann-2.0.0","2026-09-03T13:39:41.0793227Z","2026-09-03T13:39:42.5422000Z","1462.877","42815488","13","0","standard-only","0"
"measured","90","1090","2","rapidjson-1.9.5","2026-09-03T13:39:43.0492090Z","2026-09-03T13:39:44.2649835Z","1215.774","42496000","13","0","standard-only","0"
"measured","91","1091","1","rapidjson-1.9.5","2026-09-03T13:39:44.7595290Z","2026-09-03T13:39:45.9871148Z","1227.586","42471424","13","0","standard-only","0"
"measured","91","1091","2","nlohmann-2.0.0","2026-09-03T13:39:46.4871781Z","2026-09-03T13:39:47.8727750Z","1385.597","42823680","13","0","standard-only","0"
"measured","92","1092","1","nlohmann-2.0.0","2026-09-03T13:39:48.3785101Z","2026-09-03T13:39:49.7236745Z","1345.164","42835968","13","0","standard-only","0"
"measured","92","1092","2","rapidjson-1.9.5","2026-09-03T13:39:50.2143056Z","2026-09-03T13:39:51.5203868Z","1306.081","42430464","13","0","standard-only","0"
"measured","93","1093","1","rapidjson-1.9.5","2026-09-03T13:39:52.0325371Z","2026-09-03T13:39:53.2373068Z","1204.77","42508288","13","0","standard-only","0"
"measured","93","1093","2","nlohmann-2.0.0","2026-09-03T13:39:53.7274609Z","2026-09-03T13:39:55.1197529Z","1392.292","42917888","13","0","standard-only","0"
"measured","94","1094","1","nlohmann-2.0.0","2026-09-03T13:39:55.5952904Z","2026-09-03T13:39:57.0082640Z","1412.974","40534016","13","0","standard-only","0"
"measured","94","1094","2","rapidjson-1.9.5","2026-09-03T13:39:57.4954810Z","2026-09-03T13:39:58.6970581Z","1201.577","40075264","13","0","standard-only","0"
"measured","95","1095","1","rapidjson-1.9.5","2026-09-03T13:39:59.2040248Z","2026-09-03T13:40:00.4005846Z","1196.56","40054784","13","0","standard-only","0"
"measured","95","1095","2","nlohmann-2.0.0","2026-09-03T13:40:00.8775756Z","2026-09-03T13:40:02.3291838Z","1451.608","40419328","13","0","standard-only","0"
"measured","96","1096","1","nlohmann-2.0.0","2026-09-03T13:40:02.8242738Z","2026-09-03T13:40:04.1814482Z","1357.174","42889216","13","0","standard-only","0"
"measured","96","1096","2","rapidjson-1.9.5","2026-09-03T13:40:04.6773127Z","2026-09-03T13:40:05.9750074Z","1297.695","42496000","13","0","standard-only","0"
"measured","97","1097","1","rapidjson-1.9.5","2026-09-03T13:40:06.4510609Z","2026-09-03T13:40:07.6681202Z","1217.059","42442752","13","0","standard-only","0"
"measured","97","1097","2","nlohmann-2.0.0","2026-09-03T13:40:08.1763532Z","2026-09-03T13:40:09.5595315Z","1383.178","42905600","13","0","standard-only","0"
"measured","98","1098","1","nlohmann-2.0.0","2026-09-03T13:40:10.0571959Z","2026-09-03T13:40:11.4062885Z","1349.093","42864640","13","0","standard-only","0"
"measured","98","1098","2","rapidjson-1.9.5","2026-09-03T13:40:11.8805343Z","2026-09-03T13:40:13.1060033Z","1225.469","42393600","13","0","standard-only","0"
"measured","99","1099","1","rapidjson-1.9.5","2026-09-03T13:40:13.5887562Z","2026-09-03T13:40:14.8057841Z","1217.028","42467328","13","0","standard-only","0"
"measured","99","1099","2","nlohmann-2.0.0","2026-09-03T13:40:15.2845874Z","2026-09-03T13:40:16.6740695Z","1389.482","42729472","13","0","standard-only","0"
"measured","100","1100","1","nlohmann-2.0.0","2026-09-03T13:40:17.1560769Z","2026-09-03T13:40:18.5130315Z","1356.955","42807296","13","0","standard-only","0"
"measured","100","1100","2","rapidjson-1.9.5","2026-09-03T13:40:19.0408197Z","2026-09-03T13:40:20.2735173Z","1232.698","42455040","13","0","standard-only","0"
