"implementation","source_commit","case_id","asset","format","operation","tier","complexity_class","sample_class","configured_samples","extension_coverage","extensions_used","sample","order_seed","branch_order_position","elapsed_us","input_bytes","output_bytes","output_file_count","output_set_sha256","semantic_status","process_peak_working_set_bytes"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","XmpMetadataRoundedCube-glb","XmpMetadataRoundedCube","glb","roundtrip","small/metadata","small","standard","100","raw-only","KHR_xmp_json_ld","15","1015","2","6640.1","105936","105908","1","A1E73A37B2ECF1DAB7BB03187B554F74A31ECA9EE10A9B75908743150B5C7086","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","SpecularTest-glb","SpecularTest","glb","load","small/material-grid","small","standard","100","typed-only","KHR_materials_specular","15","1015","2","6838","223376","0","0","","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","SimpleInstancing-glb","SimpleInstancing","glb","roundtrip","small/scene-instancing","small","standard","100","typed-only","EXT_mesh_gpu_instancing","15","1015","2","5665.3","7356","7288","1","C0FBAFA443EAB474B2979F727901BDEB551A061458695683607C4C252695EC5B","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","TextureTransformMultiTest-glb","TextureTransformMultiTest","glb","roundtrip","medium/material-grid","medium","standard","100","typed-only","KHR_materials_clearcoat;KHR_materials_unlit;KHR_texture_transform","15","1015","2","13136.4","388264","387988","1","46A349FD2C818CDE428794C1FBB1B94057F44AB92EB11F758B4F11DCEB72EB1B","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","TextureTransformMultiTest-glb","TextureTransformMultiTest","glb","export","medium/material-grid","medium","standard","100","typed-only","KHR_materials_clearcoat;KHR_materials_unlit;KHR_texture_transform","15","1015","2","4076.8","388264","387988","1","46A349FD2C818CDE428794C1FBB1B94057F44AB92EB11F758B4F11DCEB72EB1B","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","NodePerformanceTest-glb","NodePerformanceTest","glb","load","large/scene-structure","large","large","30","raw-only","KHR_lights_punctual","15","1015","2","15535308.3","37986536","0","0","","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","ABeautifulGame-glb","ABeautifulGame","glb","load","large/material-texture","large","large","30","typed-only","KHR_materials_transmission;KHR_materials_volume","15","1015","2","80479.1","42977928","0","0","","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","SpecularTest-glb","SpecularTest","glb","export","small/material-grid","small","standard","100","typed-only","KHR_materials_specular","15","1015","2","2616.9","223376","224024","1","FD18D6C208FA96D1E8CEC2150441A59024D7EAE161F613C9D37CC67E9E0C9E52","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Box-gltf","Box","gltf","load","small/core","small","standard","100","core-only","","15","1015","2","4984.8","3546","0","0","","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","MorphStressTest-glb","MorphStressTest","glb","export","medium/geometry-animation","medium","standard","100","core-only","","15","1015","2","4316.6","575900","576088","1","CDA1351EF0C8C769370AC8A8864AA69ED8954A545B4C2DEC8E93582523D8B9AE","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Box-gltf","Box","gltf","export","small/core","small","standard","100","core-only","","15","1015","2","816.6","3546","1618","2","3C980C11AF22743E70D6A34755F3856A488C494AF170A9B64090B03052649936","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","EmissiveStrengthTest-glb","EmissiveStrengthTest","glb","roundtrip","small/material-grid","small","standard","100","raw-only","KHR_materials_emissive_strength","15","1015","2","6168.9","10668","10908","1","B832BEC9D3292D156C31D976432E8001C96700F931B91890F51D0901D6E072B6","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","IridescenceSuzanne-glb","IridescenceSuzanne","glb","roundtrip","medium/material-scene","medium","standard","100","mixed-typed-raw","KHR_lights_punctual;KHR_materials_ior;KHR_materials_iridescence;KHR_materials_transmission;KHR_materials_volume","15","1015","2","9884.5","507608","507344","1","36E4BFE050C5F21C8B7038DD8BC44192896D18A0655C3F566AFAEF3722A52850","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","MaterialsVariantsShoe-glb","MaterialsVariantsShoe","glb","roundtrip","medium/material-texture","medium","standard","100","raw-only","KHR_materials_variants","15","1015","2","65972.8","7833592","7832868","1","623AEF35C7E81C18DC59867D5851F231F622129E7F5D9835A7301D4536D405C6","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Avocado-glb","Avocado","glb","export","medium/texture-heavy","medium","standard","100","core-only","","15","1015","2","46839.7","8110040","8110104","1","C813BA5B22D1EAAA78AECE97500EB82FD483EF1AFC4C3B5494F0C45F40C6B307","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Avocado-glb","Avocado","glb","roundtrip","medium/texture-heavy","medium","standard","100","core-only","","15","1015","2","67915.8","8110040","8110104","1","C813BA5B22D1EAAA78AECE97500EB82FD483EF1AFC4C3B5494F0C45F40C6B307","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","MaterialsVariantsShoe-glb","MaterialsVariantsShoe","glb","load","medium/material-texture","medium","standard","100","raw-only","KHR_materials_variants","15","1015","2","21864.8","7833592","0","0","","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Avocado-glb","Avocado","glb","load","medium/texture-heavy","medium","standard","100","core-only","","15","1015","2","21870.3","8110040","0","0","","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","SimpleInstancing-glb","SimpleInstancing","glb","load","small/scene-instancing","small","standard","100","typed-only","EXT_mesh_gpu_instancing","15","1015","2","4740.4","7356","0","0","","ok","451977216"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","SimpleInstancing-glb","SimpleInstancing","glb","roundtrip","small/scene-instancing","small","standard","100","typed-only","EXT_mesh_gpu_instancing","16","1016","1","6393.9","7356","7288","1","C0FBAFA443EAB474B2979F727901BDEB551A061458695683607C4C252695EC5B","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","MorphStressTest-glb","MorphStressTest","glb","export","medium/geometry-animation","medium","standard","100","core-only","","16","1016","1","5108.4","575900","576088","1","CDA1351EF0C8C769370AC8A8864AA69ED8954A545B4C2DEC8E93582523D8B9AE","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","IridescenceSuzanne-glb","IridescenceSuzanne","glb","export","medium/material-scene","medium","standard","100","mixed-typed-raw","KHR_lights_punctual;KHR_materials_ior;KHR_materials_iridescence;KHR_materials_transmission;KHR_materials_volume","16","1016","1","5495.8","507608","507344","1","36E4BFE050C5F21C8B7038DD8BC44192896D18A0655C3F566AFAEF3722A52850","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","SheenTestGrid-glb","SheenTestGrid","glb","export","medium/material-grid","medium","standard","100","typed-only","KHR_materials_sheen","16","1016","1","18466.2","1841064","1840956","1","58DF7C6B0B90247A98150CEC79886F355A1FA57CD474C016F6488639F3DA4143","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","ABeautifulGame-glb","ABeautifulGame","glb","roundtrip","large/material-texture","large","large","30","typed-only","KHR_materials_transmission;KHR_materials_volume","16","1016","1","337146.3","42977928","42978040","1","9D52BF987F9D39C20996085AAAFE88B09415B43DB49BD249925E555409CBFD5F","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","TextureTransformMultiTest-glb","TextureTransformMultiTest","glb","export","medium/material-grid","medium","standard","100","typed-only","KHR_materials_clearcoat;KHR_materials_unlit;KHR_texture_transform","16","1016","1","4199.4","388264","387988","1","46A349FD2C818CDE428794C1FBB1B94057F44AB92EB11F758B4F11DCEB72EB1B","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","XmpMetadataRoundedCube-glb","XmpMetadataRoundedCube","glb","export","small/metadata","small","standard","100","raw-only","KHR_xmp_json_ld","16","1016","1","1365","105936","105908","1","A1E73A37B2ECF1DAB7BB03187B554F74A31ECA9EE10A9B75908743150B5C7086","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Box-glb","Box","glb","export","small/core","small","standard","100","core-only","","16","1016","1","557.7","1664","1632","1","92E24B450EDF96029BFD157879B2E8D534DF9399E42C1E65980324EF585CF4C1","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","MaterialsVariantsShoe-glb","MaterialsVariantsShoe","glb","load","medium/material-texture","medium","standard","100","raw-only","KHR_materials_variants","16","1016","1","21312.2","7833592","0","0","","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","ABeautifulGame-glb","ABeautifulGame","glb","export","large/material-texture","large","large","30","typed-only","KHR_materials_transmission;KHR_materials_volume","16","1016","1","272114.3","42977928","42978040","1","9D52BF987F9D39C20996085AAAFE88B09415B43DB49BD249925E555409CBFD5F","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","NodePerformanceTest-glb","NodePerformanceTest","glb","export","large/scene-structure","large","large","30","raw-only","KHR_lights_punctual","16","1016","1","922960.2","37986536","38031532","1","8CAF6BF0A1AB198DAE4C04513A06079B0CA79B67B2DEB53E9B8A1CADF68B0C17","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Box-gltf","Box","gltf","export","small/core","small","standard","100","core-only","","16","1016","1","900.3","3546","1618","2","3C980C11AF22743E70D6A34755F3856A488C494AF170A9B64090B03052649936","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","MaterialsVariantsShoe-glb","MaterialsVariantsShoe","glb","roundtrip","medium/material-texture","medium","standard","100","raw-only","KHR_materials_variants","16","1016","1","66659.1","7833592","7832868","1","623AEF35C7E81C18DC59867D5851F231F622129E7F5D9835A7301D4536D405C6","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Avocado-glb","Avocado","glb","export","medium/texture-heavy","medium","standard","100","core-only","","16","1016","1","47754","8110040","8110104","1","C813BA5B22D1EAAA78AECE97500EB82FD483EF1AFC4C3B5494F0C45F40C6B307","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","NodePerformanceTest-glb","NodePerformanceTest","glb","roundtrip","large/scene-structure","large","large","30","raw-only","KHR_lights_punctual","16","1016","1","16435006.5","37986536","38031532","1","8CAF6BF0A1AB198DAE4C04513A06079B0CA79B67B2DEB53E9B8A1CADF68B0C17","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","TextureTransformMultiTest-glb","TextureTransformMultiTest","glb","roundtrip","medium/material-grid","medium","standard","100","typed-only","KHR_materials_clearcoat;KHR_materials_unlit;KHR_texture_transform","16","1016","1","14089.9","388264","387988","1","46A349FD2C818CDE428794C1FBB1B94057F44AB92EB11F758B4F11DCEB72EB1B","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","IridescenceSuzanne-glb","IridescenceSuzanne","glb","load","medium/material-scene","medium","standard","100","mixed-typed-raw","KHR_lights_punctual;KHR_materials_ior;KHR_materials_iridescence;KHR_materials_transmission;KHR_materials_volume","16","1016","1","6444.5","507608","0","0","","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Box-gltf","Box","gltf","roundtrip","small/core","small","standard","100","core-only","","16","1016","1","6132.6","3546","1618","2","3C980C11AF22743E70D6A34755F3856A488C494AF170A9B64090B03052649936","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Avocado-glb","Avocado","glb","roundtrip","medium/texture-heavy","medium","standard","100","core-only","","16","1016","1","74326.5","8110040","8110104","1","C813BA5B22D1EAAA78AECE97500EB82FD483EF1AFC4C3B5494F0C45F40C6B307","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","SpecularTest-glb","SpecularTest","glb","roundtrip","small/material-grid","small","standard","100","typed-only","KHR_materials_specular","16","1016","1","10011.8","223376","224024","1","FD18D6C208FA96D1E8CEC2150441A59024D7EAE161F613C9D37CC67E9E0C9E52","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","TextureTransformMultiTest-glb","TextureTransformMultiTest","glb","load","medium/material-grid","medium","standard","100","typed-only","KHR_materials_clearcoat;KHR_materials_unlit;KHR_texture_transform","16","1016","1","10052.5","388264","0","0","","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","MaterialsVariantsShoe-glb","MaterialsVariantsShoe","glb","export","medium/material-texture","medium","standard","100","raw-only","KHR_materials_variants","16","1016","1","59216.3","7833592","7832868","1","623AEF35C7E81C18DC59867D5851F231F622129E7F5D9835A7301D4536D405C6","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","ABeautifulGame-draco-glb","ABeautifulGame","glb","load","large/compressed-material","large","large","30","mixed-typed-raw","KHR_draco_mesh_compression;KHR_materials_transmission;KHR_materials_volume;KHR_texture_basisu","16","1016","1","39711.3","12105252","0","0","","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","EmissiveStrengthTest-glb","EmissiveStrengthTest","glb","roundtrip","small/material-grid","small","standard","100","raw-only","KHR_materials_emissive_strength","16","1016","1","6515.6","10668","10908","1","B832BEC9D3292D156C31D976432E8001C96700F931B91890F51D0901D6E072B6","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","MorphStressTest-glb","MorphStressTest","glb","load","medium/geometry-animation","medium","standard","100","core-only","","16","1016","1","7318.4","575900","0","0","","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","EmissiveStrengthTest-glb","EmissiveStrengthTest","glb","load","small/material-grid","small","standard","100","raw-only","KHR_materials_emissive_strength","16","1016","1","5562.1","10668","0","0","","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","ABeautifulGame-draco-glb","ABeautifulGame","glb","export","large/compressed-material","large","large","30","mixed-typed-raw","KHR_draco_mesh_compression;KHR_materials_transmission;KHR_materials_volume;KHR_texture_basisu","16","1016","1","70861.2","12105252","12105120","1","C57EB54F273D8E87273E837A67C89985C4AEFA6E6F74C3F9195BDFF489DBCDEA","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","SheenTestGrid-glb","SheenTestGrid","glb","roundtrip","medium/material-grid","medium","standard","100","typed-only","KHR_materials_sheen","16","1016","1","22534.8","1841064","1840956","1","58DF7C6B0B90247A98150CEC79886F355A1FA57CD474C016F6488639F3DA4143","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","XmpMetadataRoundedCube-glb","XmpMetadataRoundedCube","glb","roundtrip","small/metadata","small","standard","100","raw-only","KHR_xmp_json_ld","16","1016","1","6445.8","105936","105908","1","A1E73A37B2ECF1DAB7BB03187B554F74A31ECA9EE10A9B75908743150B5C7086","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","SimpleInstancing-glb","SimpleInstancing","glb","export","small/scene-instancing","small","standard","100","typed-only","EXT_mesh_gpu_instancing","16","1016","1","713.9","7356","7288","1","C0FBAFA443EAB474B2979F727901BDEB551A061458695683607C4C252695EC5B","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","ABeautifulGame-glb","ABeautifulGame","glb","load","large/material-texture","large","large","30","typed-only","KHR_materials_transmission;KHR_materials_volume","16","1016","1","76734.1","42977928","0","0","","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","IridescenceSuzanne-glb","IridescenceSuzanne","glb","roundtrip","medium/material-scene","medium","standard","100","mixed-typed-raw","KHR_lights_punctual;KHR_materials_ior;KHR_materials_iridescence;KHR_materials_transmission;KHR_materials_volume","16","1016","1","9619.9","507608","507344","1","36E4BFE050C5F21C8B7038DD8BC44192896D18A0655C3F566AFAEF3722A52850","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","SpecularTest-glb","SpecularTest","glb","load","small/material-grid","small","standard","100","typed-only","KHR_materials_specular","16","1016","1","7125.6","223376","0","0","","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Avocado-gltf","Avocado","gltf","load","medium/texture-heavy","medium","standard","100","core-only","","16","1016","1","18315.5","8110895","0","0","","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Box-glb","Box","glb","load","small/core","small","standard","100","core-only","","16","1016","1","4771.3","1664","0","0","","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Avocado-gltf","Avocado","gltf","roundtrip","medium/texture-heavy","medium","standard","100","core-only","","16","1016","1","25125","8110895","8109904","5","2F4F22B446845921D7654AE2B9F4502540140836FCC7A4FFBD47B7382F0FAE94","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","SheenTestGrid-glb","SheenTestGrid","glb","load","medium/material-grid","medium","standard","100","typed-only","KHR_materials_sheen","16","1016","1","64531.3","1841064","0","0","","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","NodePerformanceTest-glb","NodePerformanceTest","glb","load","large/scene-structure","large","large","30","raw-only","KHR_lights_punctual","16","1016","1","15720112.1","37986536","0","0","","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","SpecularTest-glb","SpecularTest","glb","export","small/material-grid","small","standard","100","typed-only","KHR_materials_specular","16","1016","1","2518.3","223376","224024","1","FD18D6C208FA96D1E8CEC2150441A59024D7EAE161F613C9D37CC67E9E0C9E52","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","SimpleInstancing-glb","SimpleInstancing","glb","load","small/scene-instancing","small","standard","100","typed-only","EXT_mesh_gpu_instancing","16","1016","1","4894.1","7356","0","0","","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","ABeautifulGame-draco-glb","ABeautifulGame","glb","roundtrip","large/compressed-material","large","large","30","mixed-typed-raw","KHR_draco_mesh_compression;KHR_materials_transmission;KHR_materials_volume;KHR_texture_basisu","16","1016","1","107958","12105252","12105120","1","C57EB54F273D8E87273E837A67C89985C4AEFA6E6F74C3F9195BDFF489DBCDEA","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Avocado-glb","Avocado","glb","load","medium/texture-heavy","medium","standard","100","core-only","","16","1016","1","22646.6","8110040","0","0","","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","EmissiveStrengthTest-glb","EmissiveStrengthTest","glb","export","small/material-grid","small","standard","100","raw-only","KHR_materials_emissive_strength","16","1016","1","1159.4","10668","10908","1","B832BEC9D3292D156C31D976432E8001C96700F931B91890F51D0901D6E072B6","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Box-gltf","Box","gltf","load","small/core","small","standard","100","core-only","","16","1016","1","5361.6","3546","0","0","","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","MorphStressTest-glb","MorphStressTest","glb","roundtrip","medium/geometry-animation","medium","standard","100","core-only","","16","1016","1","14283.3","575900","576088","1","CDA1351EF0C8C769370AC8A8864AA69ED8954A545B4C2DEC8E93582523D8B9AE","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Avocado-gltf","Avocado","gltf","export","medium/texture-heavy","medium","standard","100","core-only","","16","1016","1","4957.3","8110895","8109904","5","2F4F22B446845921D7654AE2B9F4502540140836FCC7A4FFBD47B7382F0FAE94","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","XmpMetadataRoundedCube-glb","XmpMetadataRoundedCube","glb","load","small/metadata","small","standard","100","raw-only","KHR_xmp_json_ld","16","1016","1","5714.3","105936","0","0","","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Box-glb","Box","glb","roundtrip","small/core","small","standard","100","core-only","","16","1016","1","5924.2","1664","1632","1","92E24B450EDF96029BFD157879B2E8D534DF9399E42C1E65980324EF585CF4C1","ok","448806912"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","TextureTransformMultiTest-glb","TextureTransformMultiTest","glb","export","medium/material-grid","medium","standard","100","typed-only","KHR_materials_clearcoat;KHR_materials_unlit;KHR_texture_transform","17","1017","2","4183.2","388264","387988","1","46A349FD2C818CDE428794C1FBB1B94057F44AB92EB11F758B4F11DCEB72EB1B","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","MaterialsVariantsShoe-glb","MaterialsVariantsShoe","glb","load","medium/material-texture","medium","standard","100","raw-only","KHR_materials_variants","17","1017","2","21809","7833592","0","0","","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Box-glb","Box","glb","roundtrip","small/core","small","standard","100","core-only","","17","1017","2","7166.2","1664","1632","1","92E24B450EDF96029BFD157879B2E8D534DF9399E42C1E65980324EF585CF4C1","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","ABeautifulGame-draco-glb","ABeautifulGame","glb","roundtrip","large/compressed-material","large","large","30","mixed-typed-raw","KHR_draco_mesh_compression;KHR_materials_transmission;KHR_materials_volume;KHR_texture_basisu","17","1017","2","106705.9","12105252","12105120","1","C57EB54F273D8E87273E837A67C89985C4AEFA6E6F74C3F9195BDFF489DBCDEA","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","NodePerformanceTest-glb","NodePerformanceTest","glb","export","large/scene-structure","large","large","30","raw-only","KHR_lights_punctual","17","1017","2","912876.3","37986536","38031532","1","8CAF6BF0A1AB198DAE4C04513A06079B0CA79B67B2DEB53E9B8A1CADF68B0C17","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Avocado-glb","Avocado","glb","export","medium/texture-heavy","medium","standard","100","core-only","","17","1017","2","46516.7","8110040","8110104","1","C813BA5B22D1EAAA78AECE97500EB82FD483EF1AFC4C3B5494F0C45F40C6B307","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","NodePerformanceTest-glb","NodePerformanceTest","glb","roundtrip","large/scene-structure","large","large","30","raw-only","KHR_lights_punctual","17","1017","2","16365423.9","37986536","38031532","1","8CAF6BF0A1AB198DAE4C04513A06079B0CA79B67B2DEB53E9B8A1CADF68B0C17","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","MaterialsVariantsShoe-glb","MaterialsVariantsShoe","glb","roundtrip","medium/material-texture","medium","standard","100","raw-only","KHR_materials_variants","17","1017","2","75380.2","7833592","7832868","1","623AEF35C7E81C18DC59867D5851F231F622129E7F5D9835A7301D4536D405C6","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","EmissiveStrengthTest-glb","EmissiveStrengthTest","glb","load","small/material-grid","small","standard","100","raw-only","KHR_materials_emissive_strength","17","1017","2","5722.1","10668","0","0","","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","NodePerformanceTest-glb","NodePerformanceTest","glb","load","large/scene-structure","large","large","30","raw-only","KHR_lights_punctual","17","1017","2","15543778.9","37986536","0","0","","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","SpecularTest-glb","SpecularTest","glb","export","small/material-grid","small","standard","100","typed-only","KHR_materials_specular","17","1017","2","2723","223376","224024","1","FD18D6C208FA96D1E8CEC2150441A59024D7EAE161F613C9D37CC67E9E0C9E52","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Avocado-gltf","Avocado","gltf","roundtrip","medium/texture-heavy","medium","standard","100","core-only","","17","1017","2","23679.8","8110895","8109904","5","2F4F22B446845921D7654AE2B9F4502540140836FCC7A4FFBD47B7382F0FAE94","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Avocado-gltf","Avocado","gltf","export","medium/texture-heavy","medium","standard","100","core-only","","17","1017","2","5496.7","8110895","8109904","5","2F4F22B446845921D7654AE2B9F4502540140836FCC7A4FFBD47B7382F0FAE94","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","MorphStressTest-glb","MorphStressTest","glb","roundtrip","medium/geometry-animation","medium","standard","100","core-only","","17","1017","2","14871.8","575900","576088","1","CDA1351EF0C8C769370AC8A8864AA69ED8954A545B4C2DEC8E93582523D8B9AE","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","IridescenceSuzanne-glb","IridescenceSuzanne","glb","export","medium/material-scene","medium","standard","100","mixed-typed-raw","KHR_lights_punctual;KHR_materials_ior;KHR_materials_iridescence;KHR_materials_transmission;KHR_materials_volume","17","1017","2","4401.5","507608","507344","1","36E4BFE050C5F21C8B7038DD8BC44192896D18A0655C3F566AFAEF3722A52850","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","SimpleInstancing-glb","SimpleInstancing","glb","roundtrip","small/scene-instancing","small","standard","100","typed-only","EXT_mesh_gpu_instancing","17","1017","2","5710.9","7356","7288","1","C0FBAFA443EAB474B2979F727901BDEB551A061458695683607C4C252695EC5B","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","XmpMetadataRoundedCube-glb","XmpMetadataRoundedCube","glb","load","small/metadata","small","standard","100","raw-only","KHR_xmp_json_ld","17","1017","2","5243.2","105936","0","0","","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Avocado-glb","Avocado","glb","load","medium/texture-heavy","medium","standard","100","core-only","","17","1017","2","21893.1","8110040","0","0","","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Box-glb","Box","glb","export","small/core","small","standard","100","core-only","","17","1017","2","560.2","1664","1632","1","92E24B450EDF96029BFD157879B2E8D534DF9399E42C1E65980324EF585CF4C1","ok","448471040"
"nlohmann-2.0.0","47c456f0f817eba6fe42af1561d016e767c2453e","Avocado-glb","Avocado","glb","roundtrip","medium/texture-heavy","medium","standard","100","core-only","","17","1017","2","87583.4","8110040","8110104","1","C813BA5B22D1EAAA78AECE97500EB82FD483EF1AFC4C3B5494F0C45F40C6B307","ok","448471040"
