"implementation","source_commit","case_id","asset","format","operation","sample","order_seed","branch_order_position","elapsed_us","input_bytes","output_bytes","output_file_count","output_set_sha256","semantic_status","process_peak_working_set_bytes"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","load","27","1027","1","20166","8110895","0","0","","ok","42119168"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","load","27","1027","1","3253.3","3546","0","0","","ok","42119168"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","roundtrip","27","1027","1","23265.3","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42119168"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","load","27","1027","1","3708.9","1664","0","0","","ok","42119168"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","roundtrip","27","1027","1","54062.8","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42119168"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","export","27","1027","1","128862.9","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42119168"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","export","27","1027","1","522.2","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42119168"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","export","27","1027","1","745.7","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42119168"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","load","27","1027","1","19524.9","8110040","0","0","","ok","42119168"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","roundtrip","27","1027","1","65545.4","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42119168"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","roundtrip","27","1027","1","3365.1","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42119168"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","export","27","1027","1","4723.9","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42119168"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","load","28","1028","2","17792.2","8110895","0","0","","ok","42135552"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","load","28","1028","2","22898.5","8110040","0","0","","ok","42135552"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","export","28","1028","2","934.3","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42135552"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","roundtrip","28","1028","2","4181.8","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42135552"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","export","28","1028","2","609.5","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42135552"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","load","28","1028","2","4807","1664","0","0","","ok","42135552"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","roundtrip","28","1028","2","76769.8","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42135552"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","export","28","1028","2","49406.2","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42135552"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","export","28","1028","2","4510.3","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42135552"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","roundtrip","28","1028","2","66236","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42135552"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","load","28","1028","2","3113.2","3546","0","0","","ok","42135552"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","roundtrip","28","1028","2","3563.1","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42135552"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","export","29","1029","1","51675.1","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42024960"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","load","29","1029","1","3259","3546","0","0","","ok","42024960"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","export","29","1029","1","4624.6","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42024960"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","export","29","1029","1","639.4","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42024960"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","roundtrip","29","1029","1","3973.2","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42024960"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","roundtrip","29","1029","1","178062.4","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42024960"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","export","29","1029","1","957.2","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42024960"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","roundtrip","29","1029","1","3734.2","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42024960"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","load","29","1029","1","2659.6","1664","0","0","","ok","42024960"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","roundtrip","29","1029","1","19493.6","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42024960"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","load","29","1029","1","24683.9","8110040","0","0","","ok","42024960"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","load","29","1029","1","18064.9","8110895","0","0","","ok","42024960"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","export","30","1030","2","5062.9","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42160128"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","export","30","1030","2","106427.4","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42160128"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","roundtrip","30","1030","2","21788.5","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42160128"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","load","30","1030","2","2721.2","1664","0","0","","ok","42160128"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","export","30","1030","2","462.7","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42160128"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","export","30","1030","2","708","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42160128"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","roundtrip","30","1030","2","3024","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42160128"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","roundtrip","30","1030","2","65921.9","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42160128"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","load","30","1030","2","3607.2","3546","0","0","","ok","42160128"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","roundtrip","30","1030","2","5123.2","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42160128"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","load","30","1030","2","15613.3","8110895","0","0","","ok","42160128"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","load","30","1030","2","19669.2","8110040","0","0","","ok","42160128"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","load","31","1031","1","3695.7","3546","0","0","","ok","42106880"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","load","31","1031","1","19572","8110040","0","0","","ok","42106880"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","export","31","1031","1","5724.7","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42106880"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","roundtrip","31","1031","1","5377.8","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42106880"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","roundtrip","31","1031","1","134669.9","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42106880"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","load","31","1031","1","15616.9","8110895","0","0","","ok","42106880"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","load","31","1031","1","2795.5","1664","0","0","","ok","42106880"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","roundtrip","31","1031","1","3867.8","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42106880"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","export","31","1031","1","736.6","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42106880"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","export","31","1031","1","47723.1","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42106880"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","export","31","1031","1","656.7","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42106880"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","roundtrip","31","1031","1","21365.3","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42106880"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","roundtrip","32","1032","2","3921.7","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42078208"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","export","32","1032","2","5409.1","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42078208"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","load","32","1032","2","4976.3","3546","0","0","","ok","42078208"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","load","32","1032","2","3437.1","1664","0","0","","ok","42078208"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","roundtrip","32","1032","2","148198","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42078208"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","export","32","1032","2","660.6","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42078208"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","roundtrip","32","1032","2","3967.3","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42078208"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","load","32","1032","2","15762.9","8110895","0","0","","ok","42078208"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","export","32","1032","2","776.1","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42078208"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","load","32","1032","2","19684.4","8110040","0","0","","ok","42078208"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","export","32","1032","2","49143.7","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42078208"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","roundtrip","32","1032","2","19547","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42078208"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","export","33","1033","1","1093","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42090496"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","export","33","1033","1","4612.7","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42090496"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","roundtrip","33","1033","1","135139.4","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42090496"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","load","33","1033","1","3027.2","3546","0","0","","ok","42090496"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","load","33","1033","1","14644.9","8110895","0","0","","ok","42090496"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","roundtrip","33","1033","1","3135.8","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42090496"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","load","33","1033","1","2749.3","1664","0","0","","ok","42090496"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","load","33","1033","1","20757.1","8110040","0","0","","ok","42090496"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","roundtrip","33","1033","1","21299.8","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42090496"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","roundtrip","33","1033","1","3965.6","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42090496"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","export","33","1033","1","503.6","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42090496"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","export","33","1033","1","46051.3","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42090496"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","roundtrip","34","1034","2","4550","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","load","34","1034","2","17272.4","8110895","0","0","","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","roundtrip","34","1034","2","22243","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","load","34","1034","2","78117.3","8110040","0","0","","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","roundtrip","34","1034","2","135913.2","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","load","34","1034","2","3059.4","3546","0","0","","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","export","34","1034","2","48922.6","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","load","34","1034","2","4594.6","1664","0","0","","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","export","34","1034","2","643.9","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","roundtrip","34","1034","2","3176.7","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","export","34","1034","2","4995.9","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","export","34","1034","2","460","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","export","35","1035","1","46060.7","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42110976"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","load","35","1035","1","18917","8110895","0","0","","ok","42110976"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","export","35","1035","1","690.5","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42110976"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","roundtrip","35","1035","1","4312.4","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42110976"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","export","35","1035","1","5593.9","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42110976"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","roundtrip","35","1035","1","24958.2","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42110976"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","roundtrip","35","1035","1","4628.2","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42110976"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","load","35","1035","1","58546.8","3546","0","0","","ok","42110976"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","roundtrip","35","1035","1","67297.9","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42110976"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","load","35","1035","1","2867.4","1664","0","0","","ok","42110976"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","load","35","1035","1","19945.7","8110040","0","0","","ok","42110976"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","export","35","1035","1","867.3","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42110976"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","load","36","1036","2","17679.2","8110895","0","0","","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","load","36","1036","2","3176.1","3546","0","0","","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","roundtrip","36","1036","2","24793.9","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","export","36","1036","2","127352.2","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-gltf","Avocado","gltf","export","36","1036","2","4678.6","8110895","8109906","5","C72227178574600C360CE50E5B5965D8A785D0BC17589F19D16D2E1502BC4836","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","export","36","1036","2","807.1","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","export","36","1036","2","431.2","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","roundtrip","36","1036","2","65165.9","8110040","8110104","1","DC2AB7E28D10AB39C1BB0E8F8408461872DAE99A1241E71DD91CA53901724CA0","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","roundtrip","36","1036","2","3248.8","1664","1632","1","80503A0DF23E35679EEF3E3ED6E527B6EEA00D8265BC7D2AAF4CEC4A36CF8D1B","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Avocado-glb","Avocado","glb","load","36","1036","2","19415.5","8110040","0","0","","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-gltf","Box","gltf","roundtrip","36","1036","2","3831.1","3546","1618","2","9BA5254B1E66D656D6CD07CC10D829597E5151E98F7DBCAA59A6C5807532388D","ok","42127360"
"rapidjson-1.9.5","2b410117c0e9e67da52afea5845610d05ad3f825","Box-glb","Box","glb","load","36","1036","2","2749.3","1664","0","0","","ok","42127360"
