"groupKind","group","operation","caseCount","baselineMedianTotalUs","candidateMedianTotalUs","medianDeltaUs","medianAggregateDeltaPercent","medianWeightedGeometricDeltaPercent","baselineP95TotalUs","candidateP95TotalUs","p95DeltaUs","p95AggregateDeltaPercent","p95WeightedGeometricDeltaPercent"
"complexity-class","small","export","6","6054.7","7172.9","1118.1999999999998","18.468297355773196","18.14778452227268","8376.2","10139.6","1763.3999999999996","21.052505909601006","20.698211319774785"
"complexity-class","small","roundtrip","6","25225.800000000003","40766.7","15540.899999999994","61.60716409390383","61.457967760081765","37491.7","57555.700000000004","20064.000000000007","53.515844840324675","52.39916123003534"
"tier","large/compressed-material","load","1","31697.1","34936.5","3239.4000000000015","10.21986238488695","10.219862384886946","40823.9","49235","8411.099999999999","20.603372044317172","20.60337204431717"
"tier","large/compressed-material","export","1","71615","72047.6","432.6000000000058","0.6040633945402581","0.6040633945402663","129289.3","133475","4185.699999999997","3.2374682204946557","3.237468220494666"
"tier","large/compressed-material","roundtrip","1","103262.2","108063.5","4801.300000000003","4.649620093315853","4.649620093315843","113405.2","131954.8","18549.59999999999","16.356921904815643","16.356921904815636"
"tier","large/material-texture","load","1","75329.5","78911.7","3582.199999999997","4.755374720395061","4.755374720395067","92389.4","124865.5","32476.100000000006","35.15132688382002","35.15132688382001"
"tier","large/material-texture","export","1","251953.1","256985.7","5032.600000000006","1.9974352369548163","1.9974352369548143","328953.6","287526.1","-41427.5","-12.593721424541334","-12.593721424541338"
"tier","large/material-texture","roundtrip","1","331814.6","338085.7","6271.100000000035","1.889940948951624","1.8899409489516295","398997.9","458764.4","59766.5","14.979151519343837","14.979151519343837"
"tier","large/scene-structure","load","1","1883577.3","15535308.3","13651731","724.7767851099076","724.7767851099076","2091949.6","16866381.3","14774431.700000001","706.2517997565525","706.2517997565527"
"tier","large/scene-structure","export","1","303394","877492.1","574098.1","189.22526483714245","189.2252648371425","337618.2","932843","595224.8","176.30115911997638","176.30115911997635"
"tier","large/scene-structure","roundtrip","1","2150800.1","16419030.7","14268230.6","663.3917582577758","663.3917582577756","2404986","16990397.1","14585411.100000001","606.4655303606758","606.4655303606755"
"tier","medium/geometry-animation","load","1","4938.5","7185.5","2247","45.49964564138909","45.49964564138909","6604.6","11777.3","5172.699999999999","78.31965599733518","78.31965599733518"
"tier","medium/geometry-animation","export","1","4196.5","4660.4","463.89999999999964","11.054450137018936","11.054450137018934","5790.2","6164.1","373.90000000000055","6.457462609236305","6.4574626092362974"
"tier","medium/geometry-animation","roundtrip","1","9115.3","11822.1","2706.800000000001","29.695127971652074","29.69512797165208","12773.5","15901.8","3128.2999999999993","24.490546835244835","24.49054683524483"
"tier","medium/material-grid","load","2","13799.7","19846.2","6046.5","43.816169916737316","43.683779936468994","20243.2","31857.3","11614.099999999999","57.37284619032563","54.40321564330437"
"tier","medium/material-grid","export","2","14897.2","16818.699999999997","1921.4999999999964","12.898397014203985","12.37767444057225","18519","25633.5","7114.5","38.4173011501701","38.407455757434164"
"tier","medium/material-grid","roundtrip","2","28528.100000000002","36932.8","8404.7","29.461127800309168","28.923008194204236","40303.2","49931","9627.800000000003","23.88842573294429","23.88512674653258"
"tier","medium/material-scene","load","1","3852.3","6292.8","2440.5","63.351763881317645","63.35176388131762","5329.7","9756","4426.3","83.049702609903","83.04970260990301"
"tier","medium/material-scene","export","1","3650.6","3894.6","244","6.683832794609105","6.6838327946091125","5721.8","6212.3","490.5","8.572477192491872","8.572477192491878"
"tier","medium/material-scene","roundtrip","1","7575","10110.6","2535.6000000000004","33.47326732673268","33.47326732673268","12013.6","17335.1","5321.499999999998","44.29563161750015","44.29563161750014"
"tier","medium/material-texture","load","1","19263.5","21904","2640.5","13.707270226075218","13.70727022607523","24462.7","32808.9","8346.2","34.11806546292927","34.11806546292928"
"tier","medium/material-texture","export","1","46405.2","46888.6","483.40000000000146","1.0416936033030813","1.0416936033030844","99116","95925.3","-3190.699999999997","-3.2191573509826843","-3.219157350982682"
"tier","medium/material-texture","roundtrip","1","66905.7","69403.1","2497.4000000000087","3.7327163455430683","3.7327163455430634","135925.6","135900.1","-25.5","-0.01876026296738804","-0.018760262967387753"
"tier","medium/texture-heavy","load","2","36539.899999999994","41140.2","4600.300000000003","12.589799096330323","12.58586827681687","48475.4","57046.8","8571.400000000001","17.681958271618186","17.6023304400865"
"tier","medium/texture-heavy","export","2","52820.700000000004","52578.100000000006","-242.59999999999854","-0.4592896345561466","-0.4633421223872891","109658","102842.5","-6815.5","-6.215232814751317","-6.248111303191539"
"tier","medium/texture-heavy","roundtrip","2","90593.29999999999","93970.79999999999","3377.5","3.7282006505999896","3.6472043304215163","164324.1","201865.1","37541","22.845705529499323","14.016820454652557"
"tier","small/core","load","2","5730.799999999999","10217.1","4486.300000000001","78.28400921337338","78.27185240253223","8602.6","16483.1","7880.499999999998","91.60602608513703","91.52532224377781"
"tier","small/core","export","2","1374.2","1500.8000000000002","126.60000000000014","9.212632804540833","9.194914488528227","1831.5","1924","92.5","5.05050505050505","5.047513939859427"
"tier","small/core","roundtrip","2","7028.2","11753.6","4725.400000000001","67.23485387439175","67.16535071309266","10414.8","17573.8","7159","68.7387179782617","68.71194624140058"
"tier","small/material-grid","load","2","7745.900000000001","13028.9","5282.999999999999","68.20382395848125","68.16879446059414","11248.4","20921.8","9673.4","85.99800860566836","85.6972434363836"
"tier","small/material-grid","export","2","2761.7999999999997","3531.1","769.3000000000002","27.855022087044688","27.84849828570042","3930.5","5000.9","1070.3999999999996","27.233176440656397","27.183145135816478"
"tier","small/material-grid","roundtrip","2","10560","16580.9","6020.9000000000015","57.0160984848485","56.91770250417383","16011.5","22001.5","5990","37.41061112325516","36.82816965975311"
"tier","small/metadata","load","1","2900","5159.5","2259.5","77.91379310344828","77.91379310344828","4364.1","8213.6","3849.5","88.20833619761233","88.20833619761233"
"tier","small/metadata","export","1","1281.3","1432.5","151.20000000000005","11.800515101849687","11.800515101849696","1798.9","2225.4","426.5","23.70893323697815","23.708933236978158"
"tier","small/metadata","roundtrip","1","4200","6611.2","2411.2","57.40952380952381","57.4095238095238","5774","10170.4","4396.4","76.14132317284378","76.14132317284377"
"tier","small/scene-instancing","load","1","2869.1","5064.3","2195.2000000000003","76.51179812484753","76.51179812484752","4239.4","8073.5","3834.1000000000004","90.43968486106526","90.43968486106526"
"tier","small/scene-instancing","export","1","637.4","708.5","71.10000000000002","11.154690931910892","11.154690931910881","815.3","989.3","174","21.341837360480806","21.34183736048081"
"tier","small/scene-instancing","roundtrip","1","3437.6","5821","2383.4","69.33325575983244","69.33325575983244","5291.4","7810","2518.6000000000004","47.59798919000644","47.59798919000644"
"extension-coverage","core-only","load","5","47209.19999999999","58542.799999999996","11333.600000000006","24.007185040204046","22.282592988827954","63682.6","85307.2","21624.6","33.956842214356826","31.1528382701592"
"extension-coverage","core-only","export","5","58391.4","58739.3","347.90000000000146","0.5958069167719929","0.5419126912313832","117279.7","110930.6","-6349.099999999991","-5.413639359582256","-5.490242329867801"
"extension-coverage","core-only","roundtrip","5","106736.79999999999","117546.5","10809.700000000012","10.127434961512817","9.028875910451472","187512.40000000002","235340.69999999998","47828.29999999996","25.506739820939817","17.225171696666884"
"extension-coverage","mixed-typed-raw","load","2","35549.4","41229.3","5679.9000000000015","15.977484852065016","15.020562280298089","46153.6","58991","12837.400000000001","27.814515010746728","26.55667916747855"
"extension-coverage","mixed-typed-raw","export","2","75265.6","75942.20000000001","676.6000000000058","0.8989498522565498","0.8907907518442837","135011.1","139687.3","4676.1999999999825","3.463567069670555","3.4581543229984524"
"extension-coverage","mixed-typed-raw","roundtrip","2","110837.2","118174.1","7336.900000000009","6.619528461563454","6.404157725450088","125418.8","149289.9","23871.09999999999","19.033111463353176","18.78036361027373"
"extension-coverage","raw-only","load","4","1909062.1","15568090.200000001","13659028.100000001","715.4836974658919","704.3729310047098","2125346.1","16916491.700000003","14791145.600000003","695.9405623394704","685.0552087783403"
"extension-coverage","raw-only","export","4","351762.1","926700.1","574938","163.44512384932887","150.4995408574379","439398.10000000003","1032153.1","592755","134.90158469051187","117.05326197653835"
"extension-coverage","raw-only","roundtrip","4","2225955.2","16501690.2","14275735","641.3307419664151","614.8002173404957","2552646.3","17145652.4","14593006.099999998","571.6814781585682","532.3605166480995"
"extension-coverage","typed-only","load","5","96422.90000000001","111132.7","14709.799999999988","15.255504657088705","13.668427757042046","123550.7","176630.2","53079.500000000015","42.961715312013624","41.82893209024736"
"extension-coverage","typed-only","export","5","269567.9","277157.10000000003","7589.200000000012","2.8153203701182563","2.7404204288364653","351353.39999999997","317990.39999999997","-33363","-9.495567710459044","-10.10001704161162"
"extension-coverage","typed-only","roundtrip","5","370290.89999999997","390775.2","20484.300000000047","5.531947990080244","4.987545749001443","454643.3","529322.1000000001","74678.8000000001","16.425800182252793","16.34493681260365"
"extension","EXT_mesh_gpu_instancing","load","1","2869.1","5064.3","2195.2000000000003","76.51179812484753","76.51179812484752","4239.4","8073.5","3834.1000000000004","90.43968486106526","90.43968486106526"
"extension","EXT_mesh_gpu_instancing","export","1","637.4","708.5","71.10000000000002","11.154690931910892","11.154690931910881","815.3","989.3","174","21.341837360480806","21.34183736048081"
"extension","EXT_mesh_gpu_instancing","roundtrip","1","3437.6","5821","2383.4","69.33325575983244","69.33325575983244","5291.4","7810","2518.6000000000004","47.59798919000644","47.59798919000644"
"extension","KHR_draco_mesh_compression","load","1","31697.1","34936.5","3239.4000000000015","10.21986238488695","10.219862384886946","40823.9","49235","8411.099999999999","20.603372044317172","20.60337204431717"
"extension","KHR_draco_mesh_compression","export","1","71615","72047.6","432.6000000000058","0.6040633945402581","0.6040633945402663","129289.3","133475","4185.699999999997","3.2374682204946557","3.237468220494666"
"extension","KHR_draco_mesh_compression","roundtrip","1","103262.2","108063.5","4801.300000000003","4.649620093315853","4.649620093315843","113405.2","131954.8","18549.59999999999","16.356921904815643","16.356921904815636"
"extension","KHR_lights_punctual","load","2","1887429.6","15541601.100000001","13654171.500000002","723.4267969517911","722.0555212212032","2097279.3000000003","16876137.3","14778858","704.6680907020823","703.2197625136126"
"extension","KHR_lights_punctual","export","2","307044.6","881386.7","574342.1","187.0549425067238","185.81594096638366","343340","939055.3","595715.3","173.5059416322013","172.03343638348437"
"extension","KHR_lights_punctual","roundtrip","2","2158375.1","16429141.299999999","14270766.2","661.1810060262462","658.7338706889489","2416999.6","17007732.200000003","14590732.600000003","603.6712873266508","600.9098537145511"
"extension","KHR_materials_clearcoat","load","1","6202.2","9344.5","3142.3","50.66428041662636","50.66428041662636","9138.1","17485.1","8346.999999999998","91.34283932108423","91.34283932108423"
"extension","KHR_materials_clearcoat","export","1","3174.7","4274.9","1100.1999999999998","34.65524301508804","34.65524301508805","4120.7","5831.6","1710.9000000000005","41.5196447205572","41.5196447205572"
"extension","KHR_materials_clearcoat","roundtrip","1","9420.7","13813.1","4392.4","46.62498540448161","46.62498540448161","15381.1","18878.6","3497.499999999998","22.738945849126512","22.738945849126523"
"extension","KHR_materials_emissive_strength","load","1","3321.3","5718.4","2397.0999999999995","72.17354650287537","72.17354650287535","4569.7","9087.9","4518.2","98.87301135741953","98.87301135741953"
"extension","KHR_materials_emissive_strength","export","1","681.6","886.9","205.29999999999995","30.120305164319237","30.120305164319248","865","1159.4","294.4000000000001","34.03468208092487","34.03468208092486"
"extension","KHR_materials_emissive_strength","roundtrip","1","4049.4","6645.2","2595.7999999999997","64.10332394922705","64.10332394922705","5960.7","9184.8","3224.0999999999995","54.089284815541795","54.08928481554178"
"extension","KHR_materials_ior","load","1","3852.3","6292.8","2440.5","63.351763881317645","63.35176388131762","5329.7","9756","4426.3","83.049702609903","83.04970260990301"
"extension","KHR_materials_ior","export","1","3650.6","3894.6","244","6.683832794609105","6.6838327946091125","5721.8","6212.3","490.5","8.572477192491872","8.572477192491878"
"extension","KHR_materials_ior","roundtrip","1","7575","10110.6","2535.6000000000004","33.47326732673268","33.47326732673268","12013.6","17335.1","5321.499999999998","44.29563161750015","44.29563161750014"
"extension","KHR_materials_iridescence","load","1","3852.3","6292.8","2440.5","63.351763881317645","63.35176388131762","5329.7","9756","4426.3","83.049702609903","83.04970260990301"
"extension","KHR_materials_iridescence","export","1","3650.6","3894.6","244","6.683832794609105","6.6838327946091125","5721.8","6212.3","490.5","8.572477192491872","8.572477192491878"
"extension","KHR_materials_iridescence","roundtrip","1","7575","10110.6","2535.6000000000004","33.47326732673268","33.47326732673268","12013.6","17335.1","5321.499999999998","44.29563161750015","44.29563161750014"
"extension","KHR_materials_sheen","load","1","7597.5","10501.7","2904.2000000000007","38.225732148733144","38.22573214873315","11105.1","14372.2","3267.1000000000004","29.419816120521205","29.419816120521205"
"extension","KHR_materials_sheen","export","1","11722.5","12543.8","821.2999999999993","7.006184687566639","7.006184687566641","14398.3","19801.9","5403.600000000002","37.5294305577742","37.529430557774205"
"extension","KHR_materials_sheen","roundtrip","1","19107.4","23119.7","4012.2999999999993","20.998670672095624","20.99867067209562","24922.1","31052.4","6130.300000000003","24.597846890912095","24.597846890912088"
"extension","KHR_materials_specular","load","1","4424.6","7310.5","2885.8999999999996","65.22397504859195","65.22397504859194","6678.7","11833.9","5155.2","77.18867444263105","77.18867444263104"
"extension","KHR_materials_specular","export","1","2080.2","2644.2","564","27.112777617536775","27.112777617536786","3065.5","3841.5","776","25.313978143859078","25.313978143859075"
"extension","KHR_materials_specular","roundtrip","1","6510.6","9935.7","3425.1000000000004","52.60805455718367","52.60805455718367","10050.8","12816.7","2765.9000000000015","27.51920245154616","27.519202451546153"
"extension","KHR_materials_transmission","load","3","110878.90000000001","120141","9262.099999999991","8.353347661277295","7.942632151413398","138543","183856.5","45313.5","32.7071739459951","32.225192983526775"
"extension","KHR_materials_transmission","export","3","327218.69999999995","332927.9","5709.20000000007","1.744765809533523","1.7418189726106093","463964.69999999995","427213.39999999997","-36751.29999999999","-7.921141414422259","-8.198485643306697"
"extension","KHR_materials_transmission","roundtrip","3","442651.8","456259.8","13608","3.074199630499639","3.0019730377558895","524416.7000000001","608054.2999999999","83637.59999999986","15.94869118393824","15.87702786482299"
"extension","KHR_materials_unlit","load","1","6202.2","9344.5","3142.3","50.66428041662636","50.66428041662636","9138.1","17485.1","8346.999999999998","91.34283932108423","91.34283932108423"
"extension","KHR_materials_unlit","export","1","3174.7","4274.9","1100.1999999999998","34.65524301508804","34.65524301508805","4120.7","5831.6","1710.9000000000005","41.5196447205572","41.5196447205572"
"extension","KHR_materials_unlit","roundtrip","1","9420.7","13813.1","4392.4","46.62498540448161","46.62498540448161","15381.1","18878.6","3497.499999999998","22.738945849126512","22.738945849126523"
"extension","KHR_materials_variants","load","1","19263.5","21904","2640.5","13.707270226075218","13.70727022607523","24462.7","32808.9","8346.2","34.11806546292927","34.11806546292928"
"extension","KHR_materials_variants","export","1","46405.2","46888.6","483.40000000000146","1.0416936033030813","1.0416936033030844","99116","95925.3","-3190.699999999997","-3.2191573509826843","-3.219157350982682"
"extension","KHR_materials_variants","roundtrip","1","66905.7","69403.1","2497.4000000000087","3.7327163455430683","3.7327163455430634","135925.6","135900.1","-25.5","-0.01876026296738804","-0.018760262967387753"
"extension","KHR_materials_volume","load","3","110878.90000000001","120141","9262.099999999991","8.353347661277295","7.942632151413398","138543","183856.5","45313.5","32.7071739459951","32.225192983526775"
"extension","KHR_materials_volume","export","3","327218.69999999995","332927.9","5709.20000000007","1.744765809533523","1.7418189726106093","463964.69999999995","427213.39999999997","-36751.29999999999","-7.921141414422259","-8.198485643306697"
"extension","KHR_materials_volume","roundtrip","3","442651.8","456259.8","13608","3.074199630499639","3.0019730377558895","524416.7000000001","608054.2999999999","83637.59999999986","15.94869118393824","15.87702786482299"
"extension","KHR_texture_basisu","load","1","31697.1","34936.5","3239.4000000000015","10.21986238488695","10.219862384886946","40823.9","49235","8411.099999999999","20.603372044317172","20.60337204431717"
"extension","KHR_texture_basisu","export","1","71615","72047.6","432.6000000000058","0.6040633945402581","0.6040633945402663","129289.3","133475","4185.699999999997","3.2374682204946557","3.237468220494666"
"extension","KHR_texture_basisu","roundtrip","1","103262.2","108063.5","4801.300000000003","4.649620093315853","4.649620093315843","113405.2","131954.8","18549.59999999999","16.356921904815643","16.356921904815636"
"extension","KHR_texture_transform","load","1","6202.2","9344.5","3142.3","50.66428041662636","50.66428041662636","9138.1","17485.1","8346.999999999998","91.34283932108423","91.34283932108423"
"extension","KHR_texture_transform","export","1","3174.7","4274.9","1100.1999999999998","34.65524301508804","34.65524301508805","4120.7","5831.6","1710.9000000000005","41.5196447205572","41.5196447205572"
"extension","KHR_texture_transform","roundtrip","1","9420.7","13813.1","4392.4","46.62498540448161","46.62498540448161","15381.1","18878.6","3497.499999999998","22.738945849126512","22.738945849126523"
"extension","KHR_xmp_json_ld","load","1","2900","5159.5","2259.5","77.91379310344828","77.91379310344828","4364.1","8213.6","3849.5","88.20833619761233","88.20833619761233"
"extension","KHR_xmp_json_ld","export","1","1281.3","1432.5","151.20000000000005","11.800515101849687","11.800515101849696","1798.9","2225.4","426.5","23.70893323697815","23.708933236978158"
"extension","KHR_xmp_json_ld","roundtrip","1","4200","6611.2","2411.2","57.40952380952381","57.4095238095238","5774","10170.4","4396.4","76.14132317284378","76.14132317284377"
